job_id|freelancer_id|job_title|job_description|hourly_rate|weekly_hours_needed|project_length|experience_level|skills_required|earnings|feedback_for_freelancer|client_location|feedback_for_client|profile_link
0|583|label work|Spot UV with art files|$50.00||Less than a month||/Graphic Design Software,Adobe Illustrator,Adobe Photoshop/Other,Adobe After Effects,Vector Graphic,CSS 3||5.0|United States Miami|5.00|https://www.upwork.com/jobs/~0106686f4bdde96601
0|583|Need designer to create CBD brand packaging & labels|I need someone who has experience with all aspects of CBD product design packaging labeling logo etc.  Essentially I am launching a new CBD product brand and will need this person to be our point person for all things around the design, but especially around the packaging/labeling.|$25.00|||Intermediate|Logo Design,Graphic Design,Packaging Design|$75.00|5.0|United States San Francisco|5.00|https://www.upwork.com/jobs/~018f189b2bd8211408
0|162|Print-ready Book files per KDP/IngramSpark guidelines|I need ingram spark files prepared for a standard children's book (32 pages) from .pdf or .epub files.  Book size: 8.5 x 8.5||Less than 30 hrs/week|Less than a month|Intermediate|Typesetting,Ebook Formatting,Adobe InDesign,Microsoft Word,Kindle Direct Publishing,EPUB,Formatting,Amazon,Apple iBooks,Ebook Upload,Book,Print Layout,Data Annotation,Ebook Design,Layout Design|$100.00||Denmark Fredericia|5.00|https://www.upwork.com/jobs/~0122d74923ab1aca24
0|162|Graphic designer needed for book cover|Book cover design needed for bad boy romance novel.  The main character is an athlete with a great body (male), tan and with brown eyes. He is a runner so showing him wearing only running shorts without a shirt would work well.   The other character is a female with shoulder length blonde hair and blue eyes. She is a professional high jumper so she also has a very fit and athletic body.  The name of the book is Blind Jump  Details & milestones- $50 upon receipt and approval of concept $50 upon receipt and approval of copy $100 upon receipt and approval of final product||||Entry level|Cover Art Design,Graphic Design,Book Cover|$200.00||United States Jamul|5.00|https://www.upwork.com/jobs/~0191f50ffed5abf79a
0|268|Typeset novel for printing|Hi there!  I'm a self-published author based in New Zealand who has just finished her second novel. I'm ready to send it off to the printer, but first I need to make it 'print ready'.  I'm looking for an awesome typesetter to typeset the book and convert it into a 'print ready' PDF file that I can send off. I have no specific requirements for how you typeset it, as long as it is accepted by the printer. I've got a copy of how my past novel was typeset if you'd like some guidance, but no pressure to stick to that.  Details! The manuscript you will be typsetting is: * In Microsoft Word * 150 A4 pages * In Calibri, size 11 (honestly, change this to whatever you want) * Entirely black and white  Deliverables: * 1x 'print ready' PDF file of the novel (cover excluded)  That's it! I've already got the cover done so you have no need to worry about that.  As for a deadline, there is no hard date, but I'd love it in the next month if possible.  This is my first time using Upwork, so please don't hesitate to contact me if you need further information or clarity.  Kind regards,  Beth||||Entry level|Adobe InDesign,Typesetting,Book||4.7|New Zealand Auckland|4.70|https://www.upwork.com/jobs/~014ea6b7aaafa71441
0|268|My Best Friend's Wedding by Tilly Tennant|Dear Ramesh,  Could you please start a new project for “My Best Friend’s Wedding” by Tilly Tennant?  I have attached the text to set, the prelims and the style sheet – the title artwork is to come.  First pdf: 10 August Final pdf: 25 August  Text design to match “The Hotel at Honeymoon Station” by Tilly Tennant.  Styles used are indicated within brackets, e.g. [CH]. All material within brackets is not to be printed.  Please: • set text full out after all headings and line breaks • ensure each chapter – [CN] – starts on a new page • retain any italics already set as such in the manuscript  The manuscript uses the following style markers:  • [TTL] title • [AU] author • [DED] dedication • [CN] chapter number • * ornamental line break • [TX] text message • [/TX] end text message • [Heading] Acknowledgements and Letter from Tilly headings  Please note that the following accented character is used: â, é, ë  Running heads: Author name on verso; Book Title on recto  Final pdfs to match Lightning Source and KDP Paperback templates. Do let me know if you have any queries. Thank you very much.  Best wishes, Lauren||||Intermediate|Adobe InDesign,Typesetting,Layout Design,Fire App Development,EPUB,Ebook Design,Magazine Layout,Book Cover,Brochure||5.0|United Kingdom London|5.00|https://www.upwork.com/jobs/~01b64566c39b3268c8
0|268|The Paris Wife by Meghan Masterson|Dear Ramesh,  Could you please start a new project for “The Paris Wife” by Meghan Masterson?  I have attached the text to set, the prelims and the style sheet – the title artwork is to come.  First pdf: 7 July Final pdf: 21 July  Text design to match “The Queen’s Dressmaker” by Meghan Masterson.  Styles used are indicated within brackets, e.g. [CH]. All material within brackets is not to be printed.  Please: • set text full out after all headings and line breaks • ensure each chapter – [CN] – starts on a new page • retain any italics already set as such in the manuscript  The manuscript uses the following style markers:  [Dedication] [CN] Chapter number [CT] Chapter subhead [Line break]  Running heads: Author name on verso; Book Title on recto  Final pdfs to match Lightning Source and KDP Paperback templates. Do let me know if you have any queries. Thank you very much.  Best wishes, Lauren||||Intermediate|Adobe InDesign,Typesetting,Layout Design,Fire App Development,EPUB,Ebook Design,Magazine Layout,Book Cover,Brochure||5.0|United Kingdom London|5.00|https://www.upwork.com/jobs/~01d47e9c18f801f886
0|268|Book graphic/editorial designer and formatting for publishing including book cover.|Looking for someone to convert my book manuscript on microsoft word docx into its printable book design. The work will also include designing the front cover and backpages. In addition, to adding images to the book and reviwing graphs.  The books dimensions will be  7inches x 4.5 inches.||Less than 30 hrs/week|Less than a month|Intermediate|/Editorial Design Skills,Graphic Design,Print Design,Formatting,Layout Design/Editorial Design Type,Book/Book Genre,Nonfiction/Other,Book Cover||5.0|Australia Tingalpa|5.00|https://www.upwork.com/jobs/~010ab003d2f7054c04
0|268|InDesign expert for internal page formatting/typesetting for a non-fiction book|I require an Adobe InDesign expert to help me complete the page formatting/typesetting process for a non-fiction book. The book consists of a total of 137,000 words (including 39 footnotes), as well as 55 images and 3 tables. It also includes an Index which will require formatting within the page layout design. In additon, the manuscript contains some mathematical equations.    Regarding the scope for this formatting/typesetting project – I've already created a draft page layout design for the 6 inches X 9 inches trim size dimensions of the book (including the relevant Paragraph styles) using Adobe Indesign CS6. Your task will be to continue on with the page formatting/typesetting process for the entire manuscript using these Paragraph styles (plus create the Index at the back of the book).  PLEASE NOTE: I'll need to be able to open your final InDesign page layout file using Adobe Indesign CS6 in order to be able to make any proofreading corrections that the author requires.  I've attached an example PDF file to demonstrate the draft page layout design for this book||||Intermediate|/Editorial Design Skills,Typesetting,Formatting/Other,Adobe InDesign,Page Layout Design,Book||5.0|Australia Brisbane|5.00|https://www.upwork.com/jobs/~01a958be37c72f7af6
0|279|Angla brand|I’m interested in working with you on some of my designs for my brand.||Less than 30 hrs/week|Less than a month|Intermediate|Photo Restoration,Image Editing,Photo Editing,Typography,Print Design,Adobe Photoshop,Sticker Design,T-Shirt Design,CorelDRAW,Adobe Illustrator,T-Shirt,Graphic Design,Clothing & Merchandise Design,Digital Illustration|$15.00|5.0|United States West Blooomfield|5.00|https://www.upwork.com/jobs/~01381b303889af8901
0|1531|Menswear Slim Fit High Rise Jeans|Looking for an experienced fashion designer, to take a high-end jeans concept and create designs, supporting through the manufacturing process.  Very much looking for somebody to collaborate with who can help bring the concept to reality.  The initial piece of work will be to take the concept (menswear slim fit high rise jeans), create sketches, design and work through prototype process with a manufacturer.  If this is of interest I can talk through the brief in more detail.||Less than 30 hrs/week|Less than a month|Intermediate|Fashion Design,Product Design,Illustration,Adobe Illustrator,Adobe Photoshop,Vector Graphic,Print Design,Product Development,Fashion Consultation,Clothing,Sizing|$938.00|5.0|United Kingdom Leeds|5.00|https://www.upwork.com/jobs/~01225f47b3aa3f294d
0|1333|Adobe Illustrator Technical Illustrator for Sewing Patterns|Deliverables:  Vector Drawings for the Home Sewer Construction instructions. Changes to existing drawings. Icons, charts, labels, fabric layouts.  Infrequent or maybe weekly help with odds and ends for drawings to take the load off of other designers.||Less than 30 hrs/week|1 to 3 months|Entry level|/Fashion Types,Haute Couture,Made-to-Measure/Types of Clothing,Activewear,Bridalwear/Other,Illustration,Graphic Design,Adobe Illustrator,3D Design,3D Rendering,Concept Design,Fashion & Beauty|$1,252.00||United States Shirley|5.00|https://www.upwork.com/jobs/~01a64076ea7df99e02
0|1333|Sewing Tutorial Creator|I am looking for someone to create ongoing sewing tutorials and digital patterns as the project requires. This would require shots of the materials (2-4), each step in the process, and many final product shots(8-15).  If able to create sewing videos as well that is a plus but not required. You can provide project ideas or I will provide project Ideas. In addition to photos, you will be responsible for the materials list, steps to create the project, an intro and ending paragraph as well. (so you will actually be making the project). In some cases, you may need to create a digital pattern in PDF form.  A Few examples: https://www.sewcanshe.com/blog/easy-peasy-backpack-with-a-zipper-pocket-free-tutorial http://www.sewcando.com/2015/06/ooh-la-la-its-bon-voyage-duffel-bag.html  Some projects are simple and others a little more complex. They will vary from fun scrap projects to bag projects, to even some clothing projects.  Example of the style of video would like if able https://www.youtube.com/watch?v=tEGwQqQVjtk While video is a plus it isn't required.    The budget will vary some depending on the project as well as if video is included.||||Entry level|Sewing,sewing tutorial,sewing projects,how to|$180.00||United States Prosper|5.00|https://www.upwork.com/jobs/~012df869c1fede19f5
0|1333|Sewing Tutorial Creator|I am looking for someone to create ongoing sewing tutorials and digital patterns as the project requires. This would require shots of the materials (2-4), each step in the process, and many final product shots(8-15).  If able to create sewing videos as well that is a plus but not required. You can provide project ideas or I will provide project Ideas. In addition to photos, you will be responsible for the materials list, steps to create the project, an intro and ending paragraph as well. (so you will actually be making the project). In some cases, you may need to create a digital pattern in PDF form.  A Few examples: https://www.sewcanshe.com/blog/easy-peasy-backpack-with-a-zipper-pocket-free-tutorial http://www.sewcando.com/2015/06/ooh-la-la-its-bon-voyage-duffel-bag.html  Some projects are simple and others a little more complex. They will vary from fun scrap projects to bag projects, to even some clothing projects.  Example of the style of video would like if able https://www.youtube.com/watch?v=tEGwQqQVjtk While video is a plus it isn't required.    The budget will vary some depending on the project as well as if video is included.||||Entry level|Sewing,sewing tutorial,sewing projects,how to|$180.00||United States Prosper|5.00|https://www.upwork.com/jobs/~012df869c1fede19f5
0|1333|Need a fashion designer to help me design and make a sewing manual for 3 types of hair bows|-Proficiency at using Adobe -Passionate freelancer|$20.00|Less than 30 hrs/week|Less than a month|Intermediate|/Fashion Expertise,Fashion Illustration,Fashion Design,Technical Design/Fashion Project Types,Fashion Pre-Production/Other,Adobe Illustrator,Adobe Photoshop,Fashion Illustration,Design & Usability Research|$1,420.00|5.0|Canada Toronto|5.00|https://www.upwork.com/jobs/~0197d6315881f3b334
0|1333|Sewing Tutorial Creator|I am looking for someone to create ongoing sewing tutorials and digital patterns as the project requires. This would require shots of the materials (2-4), each step in the process, and many final product shots(8-15).  If able to create sewing videos as well that is a plus but not required. You can provide project ideas or I will provide project Ideas. In addition to photos, you will be responsible for the materials list, steps to create the project, an intro and ending paragraph as well. (so you will actually be making the project). In some cases, you may need to create a digital pattern in PDF form.  A Few examples: https://www.sewcanshe.com/blog/easy-peasy-backpack-with-a-zipper-pocket-free-tutorial http://www.sewcando.com/2015/06/ooh-la-la-its-bon-voyage-duffel-bag.html  Some projects are simple and others a little more complex. They will vary from fun scrap projects to bag projects, to even some clothing projects.  Example of the style of video would like if able https://www.youtube.com/watch?v=tEGwQqQVjtk While video is a plus it isn't required.    The budget will vary some depending on the project as well as if video is included.||||Entry level|Sewing,sewing tutorial,sewing projects,how to|$180.00|5.0|United States Prosper|5.00|https://www.upwork.com/jobs/~012df869c1fede19f5
0|859|3 Brand-aligned Designs/Fine Art for Shirts|"Hello Artists!  We are seeking new illustrations / designs for our retail line. We're establishing the brand re-fresh with the below aesthetic guidelines.  Currently the focus is new designs for t-shirt/tanks on unisex and women's blanks.  We'd like to start with 3 different but aligned designs, with option to re-hire for more since we'll need about 10 total for our next run.  BACKGROUND: The brand (Melrose Moto) was built out of our busy motorcycle service shop, which extended into gear sales and now everyday apparel. We are on a busy boulevard attracting a mix of non-riding individuals as well as moto enthusiasts and avid riders. The shop has a classic, dark wood design, tin tiled ceiling, plays classic rock, displays clothing with metal piping, housing casual but fashionable fits and fabrics for men and women.  GOAL: 1) Grab non-riding shoppers off the street using less motorcycle specific designs (we have a hand full of motorcycle art on shirts already) and more cross over themes. 2) Build our 'look' with the below brand guides which carve out our own space against our competitors.    NEEDED: ROUND ONE is a total of 3 new illustration designs. - 2 brand-aligned designs that use cross-over themes of freedom, open road, moving     forward, taking the wheel, adventure, peace of mind, - 1 new moto-inspired design.  Style of art we like: -line-design -fine art soft brush paint -sketch / charcoal  *NO* skulls/eagles/flags/comic cartoons/harley themes/rocker/goth   *****MELROSE MOTO BRAND GUIDES***** VISUAL EXAMPLES ATTACHED AS A STARTING GUIDE ONLY  Color & Style: -golds -deep red/blue/green -1920/30s art / bikes -regal -classic lean fonts -soft brush/poster art (see images attached)  *we don't need to use our past logos  Main Themes/Symbols/Targets:  1) Industrial-creative era: wheels/gadgets/bike parts/the-making-of/building/locomotives, riders that value mechanics, bikes are works of art. Symbols of the industrial era & Renaissance men/women.  2) Early century racer bikes, track winners, famous races  3) Transport /Magic- freedom, serenity, desert, mountain scenes, open, possibilities, journey. dreamers. 'City of Dreams'. 'Magic Metropolis'.  Additional outlier theme: (take a stab only if this excites you/ is your forte) 4) 90s inspired  (VHS/cassette/famous tv shows/characters/cars) but minimal. Vibrant secondary blues/purples/pinks - 80s 90s fonts and more generic slogans.  LOGO/SLOGAN OPTIONS: If desired, words to use, not necessary. We don't want to add our logo to everything: ""Melrose Moto"", ""Melrose Ave"", ""Melrose Motorcycle Company"". ""Never Quit"" ""Carpe Dium"" ""Head Up"" ""Do It"" ""Keep On"" ""Facing Forward"" ""Forward Motion"" “The places you'll go"" ""Go Outside"" ""Go Your Own Way"" ""Make Your Mark"" ""Come Together""  If applying these, we'd like to see with and without words.  Please let me know if you have any questions! Please take a look at our brand attachment. Juliana"|||||Adobe Photoshop,Illustration,Adobe Illustrator,Graphic Design,T-Shirt Design,Concept Artistry,Print Design,Drawing,Fine Art|$300.00|5.0|United States Los Angeles|5.00|https://www.upwork.com/jobs/~0106a1ebf9cff76103
0|859|Painting of a vision|I am in need of an artist, someone who can paint, use acrylics, digital painting, etc..  I am working on a cover for my book, but this piece is extra special to me as it is of a vision of my daughter I lost. So I plan on having this piece also framed in my home.  This book is a Christian memoir, and this vision is an essential piece to this book as it is to my heart. It doesn’t need to be a very big piece, maybe an 8x10. But there needs to be detailed to my vision.  There maybe other projects from this later as well.  Thank you for your interest and support with this special project.|||||/Analog Art Types,Drawing,Painting/Other,Oil Painting,Concept Artistry,Digital Painting,Illustration|$150.00|4.15|United States Anacortes|4.15|https://www.upwork.com/jobs/~0169eded52d8a1bd36
0|859|Seeking Colorful Painting for Livingroom|My husband and I are In the process of going to a more neutral color theme to brighten our livingroom. We are looking for a sofa sized, framed painting to go over an off white couch. Thinking of an outdoorsy wild flower abstract style scene with lots of color and texture. Navy blue and coral are primary colors at present but don’t want to be committed to just those colors. The more color the better! Pinks and blues are favorites. Ive added photos of the area. New couch will be a little longer than one pictured which is 96”.|$40.00|Less than 30 hrs/week|Less than a month|Intermediate|Colorful Style,Acrylic Painting,Textured painting,floral landscape|$2,060.00|5.0|United States Fort Worth|5.00|https://www.upwork.com/jobs/~010f69fa13d5b36c20
0|859|Need an outstanding mural designed for our new coworking space!|"We are creating a small office rental and coworking space that primarily caters to entrepreneurs and artists. We have 22 individual offices plus a larger coworking room where we will have people who would like to work in a shared space or artists looking for a temporary studio space. The key demographic here is startup business owners/entrepreneurs , independent artists, or the type of people that frequent Starbucks to try and get some work down out of the house. Since we are targetting entrepreneurial and creative types, the mural should be enticing to this demographic as well as to city officials.  We plan on partnering with local art classes to see if we can involve local middle and high school art students, so we need a top notch artist to design a mural we can then give to local painters to put on the wall.  The name of the building is ""Historic Jonesboro Executive Offices and Coworking""  The wall is divided by two columns, creating 3 potential canvas areas. The mural can either be three individual but related designs, or one large design for the entire wall, with or without use of columns. We are open to any creative ideas you might have. The wall is primarily brick, so that should be taken into consideration with amount of detail in the design. We would very much like to keep the brick texture of the wall. Ideally a lighter color scheme should be used as well, as we do not what to make the room look ""smaller"" with too many dark colors.  We only have two creative requirements:  1) The mural MUST be a mural focused on Jonesboro, Georgia, USA. Jonesboro is located just south of Atlanta, Georgia. The building is located in the heart of Jonesboro in the historic district, so the mural MUST be about Jonesboro.  Ideally, the mural will include cultural aspects of the city as well. Given the name of the building, we want to lean into the history and culture of the city. It can include past, present, or future themes of the city, or any notable citizens you may come across. Additional inclusions can come from Clayton County, Georgia as well, which is where Jonesboro is located, but again, the main focus should be the city itself. Bottom line, if the mural design does not have a major focus on Jonesboro, GA then it will not be considered.  2) The movie Gone With The Wind (filmed in Jonesboro) should NOT be a primary focus of the mural. It can be included in some MINOR elements, but we do not want it to be a Gone with the Wind mural. There are already plenty of those in Jonesboro. So, it's an overdone concept.  There is also a new park and government complex being constructed close by, called Lee Street Park and Amphitheatre, which could also be a good inclusion. Basically, we are looking for something that would make residents of Jonesboro and the city council proud.  The mural can be thought provoking or a little provocative if you choose. Clayton County has a checkered past and historical issues with racism, but obviously we don't want anything to be too critical of the city or county. The city and county are also experiencing a large demographic shift with African Americans being the largest source of population growth, so this should be taken into account either in design itself or considerations for what not to include. Our tenant base is also majority African American.  Finally, if not already included, the design should also include a full release for our use and distribution, and to be recreated on our wall as a mural.  Unfortunately, I am not very familiar with the city or its history as I do not live close by and haven't had much time to investigate, so I won't be much help in providing historical or cultural ideas at the moment. That being said, I look forward to learning more about the city through your ideas!  Wall dimensions:  Left panel: 70"" wide x 110"" tall (177cm x 279cm) Middle panel: 86.5"" wide x 110"" tall (220cm x 279cm) Right Panel: 63"" wide x 110"" tall (160cm x 279cm) Column width: 9.5"" (24cm) Total wall: 257.5"" wide x 123"" tall (654cm x 312cm)  Here are some website to help with some research:  Jonesboro: https://en.wikipedia.org/wiki/Jonesboro,_Georgia https://www.jonesboroga.com/ Lee Street Park and Amphitheatre: https://www.jonesboroga.com/LeeStreetPark.aspx  Clayton County: https://www.claytoncountyga.gov/ https://en.wikipedia.org/wiki/Clayton_County,_Georgia"|||||/Analog Art Types,Painting/Other,Graphic Design,Illustration,Print Design,Contemporary Style,Adobe Photoshop,Adobe Illustrator,Layout Design,Mural|$720.00||United States Smyrna|5.00|https://www.upwork.com/jobs/~01745703ce6de2a150
0|859|Need an outstanding mural designed for our new coworking space!|"We are creating a small office rental and coworking space that primarily caters to entrepreneurs and artists. We have 22 individual offices plus a larger coworking room where we will have people who would like to work in a shared space or artists looking for a temporary studio space. The key demographic here is startup business owners/entrepreneurs , independent artists, or the type of people that frequent Starbucks to try and get some work down out of the house. Since we are targetting entrepreneurial and creative types, the mural should be enticing to this demographic as well as to city officials.  We plan on partnering with local art classes to see if we can involve local middle and high school art students, so we need a top notch artist to design a mural we can then give to local painters to put on the wall.  The name of the building is ""Historic Jonesboro Executive Offices and Coworking""  The wall is divided by two columns, creating 3 potential canvas areas. The mural can either be three individual but related designs, or one large design for the entire wall, with or without use of columns. We are open to any creative ideas you might have. The wall is primarily brick, so that should be taken into consideration with amount of detail in the design. We would very much like to keep the brick texture of the wall. Ideally a lighter color scheme should be used as well, as we do not what to make the room look ""smaller"" with too many dark colors.  We only have two creative requirements:  1) The mural MUST be a mural focused on Jonesboro, Georgia, USA. Jonesboro is located just south of Atlanta, Georgia. The building is located in the heart of Jonesboro in the historic district, so the mural MUST be about Jonesboro.  Ideally, the mural will include cultural aspects of the city as well. Given the name of the building, we want to lean into the history and culture of the city. It can include past, present, or future themes of the city, or any notable citizens you may come across. Additional inclusions can come from Clayton County, Georgia as well, which is where Jonesboro is located, but again, the main focus should be the city itself. Bottom line, if the mural design does not have a major focus on Jonesboro, GA then it will not be considered.  2) The movie Gone With The Wind (filmed in Jonesboro) should NOT be a primary focus of the mural. It can be included in some MINOR elements, but we do not want it to be a Gone with the Wind mural. There are already plenty of those in Jonesboro. So, it's an overdone concept.  There is also a new park and government complex being constructed close by, called Lee Street Park and Amphitheatre, which could also be a good inclusion. Basically, we are looking for something that would make residents of Jonesboro and the city council proud.  The mural can be thought provoking or a little provocative if you choose. Clayton County has a checkered past and historical issues with racism, but obviously we don't want anything to be too critical of the city or county. The city and county are also experiencing a large demographic shift with African Americans being the largest source of population growth, so this should be taken into account either in design itself or considerations for what not to include. Our tenant base is also majority African American.  Finally, if not already included, the design should also include a full release for our use and distribution, and to be recreated on our wall as a mural.  Unfortunately, I am not very familiar with the city or its history as I do not live close by and haven't had much time to investigate, so I won't be much help in providing historical or cultural ideas at the moment. That being said, I look forward to learning more about the city through your ideas!  Wall dimensions:  Left panel: 70"" wide x 110"" tall (177cm x 279cm) Middle panel: 86.5"" wide x 110"" tall (220cm x 279cm) Right Panel: 63"" wide x 110"" tall (160cm x 279cm) Column width: 9.5"" (24cm) Total wall: 257.5"" wide x 123"" tall (654cm x 312cm)  Here are some website to help with some research:  Jonesboro: https://en.wikipedia.org/wiki/Jonesboro,_Georgia https://www.jonesboroga.com/ Lee Street Park and Amphitheatre: https://www.jonesboroga.com/LeeStreetPark.aspx  Clayton County: https://www.claytoncountyga.gov/ https://en.wikipedia.org/wiki/Clayton_County,_Georgia"|||||/Analog Art Types,Painting/Other,Graphic Design,Illustration,Print Design,Contemporary Style,Adobe Photoshop,Adobe Illustrator,Layout Design,Mural|$80.00|5.0|United States Smyrna|5.00|https://www.upwork.com/jobs/~01745703ce6de2a150
0|859|ISO Incredible Artist for digital art, painting and logo|My business is life coaching as a specialist in trauma. I use many modalities and tools to work with my clients and get to the root of their trauma.(yes this is all relevant tit he project, keep reading)  Through the healing process comes empowerment and out of the empowerment comes purpose, direction, understanding, energy renewal and the confidence needed to rebuild and recreate. I help my clients obtain and work toward their life’s purpose, break old habits that no longer serve and reach for the highest potential self.  The name of my website is The Lotus and The Lion. There is a long story behind the name but to simplify it, it’s another representation of yin and yang, light and dark, soft and small, big and strong. Both the lotus and the lion individually are very symbolic throughout ancient history. Symbols of enlightenment, strength, power, effortless thriving..:you get it.  I am also a Mayan Astrologer and use this ancient wisdom and marry it with today’s science of the mind, the body and emotions.  Now for the project, currently the website has a photo of me on the front and my son is still in the creation process but it’s close to done. It just needs the art and a logo to complete.  I think a timeless art piece rich in symbolism, incorporating the cholq’ij (Mayan calendar), the Lion, the lotus with a feeling of healing, universal keys, strength, empowerment and gratitude is the feelings that I’m going for. I would love to have an actual painting of it in my studio and a digital version on the website.  Over time I expect this project to evolve into something much larger than just coaching. Public speaking, retreats, workshop events, a shop and  books are all to come in the future which could mean more work for the artist if I’m happy with the result.  I originally had the thought of a Lion standing at the foot of a lotus pond staring into the water and what he sees back instead of his own reflection is a lotus. I feel it shows that we aren’t always what we project to the world and that the toughest exteriors can have a soft interior. Though I’m not stuck on that vision and still open to ideas.  Looking forward someone who can paint and also convert the actual painting into digital art. I’m interested either way.  Also looking for a simple logo and possible branding....||||Intermediate|/Analog Art Types,Painting/Other,Graphic Design,Branding,Logo Design,Digital Art|$1,375.00||United States West Point|5.00|https://www.upwork.com/jobs/~016075f654152942a8
0|444|Artist to Sketch Drawings|Hi,  I am looking for someone to sketch 3 drawings for me. The drawings will be inspired by an NFT project. I will provide the inspiration. Look forward to hearing from you!||||Intermediate|Sketch,Drawing,Sketching,Illustration,Line Drawing,Freestyle Drawing,Painting,Oil Paint|$40.00||Canada Toronto|5.00|https://www.upwork.com/jobs/~0181fbc44865c024d0
0|444|Drawing|"18""X24"" drawing of two different drawings put together, each being 9""X12"""||||Intermediate|Drawing,Freestyle Drawing|$800.00||United States Warner Robins|5.00|https://www.upwork.com/jobs/~012562c33b5997d748
0|444|Need still life drawing in long form in graphite|Need a long form still life done in graphite. The still life has not yet been selected. The project needs to be completed by March 25. There is an additional project that may be needed but we would need to see the initial product create don the first project.||Less than 30 hrs/week|1 to 3 months|Intermediate|Illustration|$450.00|5.0|United States Warner Robins|5.00|https://www.upwork.com/jobs/~0171574b9bd168976b
0|444|Artist to Sketch Drawings|Hi,  I am looking for someone to sketch 3 drawings for me. The drawings will be inspired by an NFT project. I will provide the inspiration. Look forward to hearing from you!||||Intermediate|Sketch,Drawing,Sketching,Illustration,Line Drawing,Freestyle Drawing,Painting,Oil Paint|$201.99|5.0|Canada Toronto|5.00|https://www.upwork.com/jobs/~0181fbc44865c024d0
0|444|Tracing a Map, and drawing on the map|"I need the attached map named ""area of map"" to be traced - (NOT neccessary by computer)  the roads (yellow) need to be traced. The water ( blue) - the rivers as well comming into rotterdam and antwerp need to be traced.  - no writing of any names - no national borders - no tracing of any white roads.  Once the tracing is done, i need it to to be with drawings like in attachent, named ""style of"" you will see there are boats and fishes in the water.... and cars, animals, trees on the land.  so if you are willing to take this job, it will be ongoing and many, i just want to see what you can do with 6 usd worth of your time...  hope it works out  miten"||||Entry level|/Illustration Type,2D Illustration,Advertising Illustration,Business Illustration,Map Illustration/Illustration Style,Contemporary Style,Graffiti,Organic & Natural Style,Retro & Vintage Style,Abstract Style,Black & White Style,Blueprint Style,Cartoon Style,Colorful Style,Geometric,Hand-Drawn Style,Isometric Style,Modern Style,Monochromatic/Illustration Deliverables,Concept Artistry/Other,Graphic Design,Illustration,Infographic,Map Visualization,Children's Literature,Playful Tone,Arts & Crafts,Corporate Style,Feminine,Informative Art,Manga,Fashion Illustration|$6.00||Belgium Antwerpen|3.80|https://www.upwork.com/jobs/~01136abb946b9315e6
0|444|Digital Illustrations in Urban Sketching Style|Digital Illustrations needed using urban Sketching Style. Illustrations depend on topic. They shell be printed on e.g. postcards. Example: I need a drawing of a dog. I will tell you what kind of dog, his mood, the place it is etc. Will pay per illustrations. about 20 needed.||||Entry level|Drawing,Illustration,Sketching,Adobe Illustrator|$20.00|5.0|Germany Garmisch|5.00|https://www.upwork.com/jobs/~013bc871942c274990
0|444|Hand-draw a portrait with 2 people on it|Hi there Looking for someone to draw a picture, but just the 2 people without the background. See picture and examples attached. Deadline is Thursday afternoon CEST (UTC+2). Thanks!||||||$25.00|5.0|France Etoile-Sur-Rhône|5.00|https://www.upwork.com/jobs/~012191b25dc83c64f2
0|444|Artist needed for drawing of me - by the end of the day|Looking for someone to draw a picture of me - further details will be explained in the hiring stage||||Entry level|/Illustration Style,Realistic,Modern Style,Black & White Style,Contemporary Style,Art Deco/Illustration Type,Vector Graphic/Other,Cartoon Art,Comics,Playful Tone|$25.00|5.0|United Kingdom Uk|5.00|https://www.upwork.com/jobs/~0191bc8ba52ccc1e8c
0|1023|Artist needed to help create art for a Fantasy world|Help creating art for Fantasy Universe  Ethangar is a high fantasy world of swords, crossbows and magic.  I need a talented writer to help me come up with back story in this world||||Intermediate|/Illustration Deliverables,Concept Artistry,Character Design/Illustration Software,Sketch/Other,Arts & Crafts|$662.00||United States Albuquerque|5.00|https://www.upwork.com/jobs/~01b72e25ee759b048f
0|1023|We are looking for designer who can create a character for our Crypto Currency Brand|We are looking for designer who can create a character for our Crypto Currency Brand.  We are thinking to use Plutos (God of fertility) as our main character and we will going to adapt some brand related visuals into this character. SS attached.  Candidates needs to send their earlier experiences in the area of character design when they are applying for this job.  We don't have a specific budget for this project so candidates needs to send their proposals.  Project deadline is 24 July, we need to complete this task till this date.||||Intermediate|Illustration,Character Design,Adobe Illustrator|$90.00|4.8|Turkey Istanbul|4.80|https://www.upwork.com/jobs/~016f28bd5d0c798a8c
