freelancer_id|location|success_rate|badge|t_earnings|t_jobs|t_hours|hours_per_week|languages|profile_title|hourly_rate|skills|profile_link
1860|Istanbul, Turkey|100%|||40|108|As Needed - Open to Offers|English: Fluent,Turkish: Native or Bilingual,French: Conversational,Spanish: Conversational|Supply Chain, Purchasing, Sourcing Suppliers|$18.00/hr|/Industry,Retail & Consumer Goods,HR & Business Services,Fashion & Beauty/Business Size,Business with 1-9 Employees/Sourcing & Procurement Services,Request for Quotation,Price & Quote Negotiation,Market Research,Factory & Supplier Auditing/Sourcing & Procurement Software,SAP ERP,Microsoft Excel/Sourcing & Procurement Platforms,Amazon FBA/Languages,Spanish,English,French/Other Skills,Change Management,System Configuration,Process Documentation|https://www.upwork.com/freelancers/~01b228a5ad4bdbd26c?s=1110580765719515136
132|Cairo, Egypt|96%|TOP RATED|$10K+|78|469|More than 30 hrs/week|English: Conversational,Arabic: Native or Bilingual,Dutch: Basic|Senior Civil Structural Engineer|$25.00/hr|/Structural Engineering Expertise,Wooden Structure,Steel Structure,Reinforced Concrete Structures/Structural Engineering Software,SAP2000,Autodesk AutoCAD,ETABS,Autodesk Robot Structural Analysis,STAAD,Autodesk Revit,Tekla Structures,Advance Steel/Structural Engineering Deliverables,Structural Calculation Sheet,Structural Drawing,Steel Detail Drawing,Finite Element Modeling,Drafting/Structural Engineering Services,Statics,Earthquake Engineering,Structural Engineering,3D Design,Finite Element Analysis,Building Information Modeling,Structural Analysis/Other Skills|https://www.upwork.com/freelancers/~01b0dbdb828f5e8c23?s=1031626811304820736
1789|Messina, Italy|Structural Engineering|||2|21|Less than 30 hrs/week|English: Fluent|Geotechnical engineer, PhD|$80.00/hr||https://www.upwork.com/freelancers/~018c065998c74cad27?s=1031626811304820736
800|Chandigarh, India|98%|TOP RATED||23|771|As Needed - Open to Offers|English: Fluent,Hindi: Native or Bilingual,Panjabi, Punjabi: Native or Bilingual|ZOHO One Expert and Consultant|$20.00/hr|/Business Applications Expertise,Marketing Automation Software,CRM Software,Pardot,HubSpot,ERP Software,Zoho Platform,Marketo,Microsoft Sharepoint,Microsoft Dynamics 365,Office 365/Business Applications Development Services,Migration,Software Integration,Business Applications Consultation,Business Applications Development/Business Applications Development Skills,CSS,Python,HTML5,Java,JavaScript,PHP/Business Applications Development Deliverables,Automated Workflow,Dashboard,Customer Portal,Custom App,Extension & Module Development,CRM Development,Accounting Software/Business Size,Business with 10-99 Employees,Business with 1-9 Employees,Business with 100-999 Employees,Business with 1000+ Employees/Industry,Tech & IT,Sales & Marketing,Education,Automotive,Finance & Accounting,Retail & Consumer Goods,Food & Beverage,Engineering & Architecture,Science & Medicine,Sports & Recreation,Energy & Utilities,Health & Wellness,Legal,Real Estate,HR & Business Services,Fashion & Beauty,Aerospace,Transportation & Warehousing,Manufacturing & Construction,Media & Entertainment,Religious, Charitable & Nonprofit/Other Skills,Zoho CRM,CRM Automation,Report,Zoho Projects,Zoho Analytics,Zoho PageSense,Zoho Creator,Zoho Desk,Zoho Books,Zoho Recruit|https://www.upwork.com/freelancers/~0133145ce29bc70214?s=1270387427651076096
1607|Hilliard, United States|100%|TOP RATED PLUS||241|4,657|More than 30 hrs/week|English: Native or Bilingual|Airtable, Stacker & Automation Development|$100.00/hr|/Business Applications Development Deliverables,Automated Workflow,Dashboard/Business Applications Development Services,Migration,Software Integration,Business Applications Consultation/Business Applications Expertise,CRM Software,Marketing Automation Software,Service Management Software/Business Size,Business with 10-99 Employees,Business with 1-9 Employees,Business with 100-999 Employees/Industry,Tech & IT,Real Estate,Engineering & Architecture,Finance & Accounting,Retail & Consumer Goods,Legal/Other Skills,Arts,Business Services,Computing & Networking,Medical,Nonprofit Organization,Report|https://www.upwork.com/fl/~015529c4ce93b8f2a6?s=1270387427651076096
772|Lahore, Pakistan|100%|TOP RATED PLUS||70|15,285|As Needed - Open to Offers|English: Native or Bilingual|"SugarCRM | SuiteCRM | VTiger | Odoo | Laravel Apps | Full Stack Expert"|$30.00/hr|/Business Applications Expertise,CRM Software,Service Management Software,Marketing Automation Software,ERP Software/Business Size,Business with 10-99 Employees,Business with 100-999 Employees,Business with 1-9 Employees,Business with 1000+ Employees/Business Applications Development Skills,SQL,CSS,HTML5,jQuery,JavaScript,PHP/Business Applications Development Deliverables,Dashboard,Automated Workflow,Extension & Module Development,Customer Portal,Custom App/Business Applications Development Services,Business Applications Consultation,Migration,Software Integration/Industry,Aerospace,Transportation & Warehousing,Energy & Utilities,Real Estate,Media & Entertainment,Tech & IT,Finance & Accounting,Retail & Consumer Goods,Manufacturing & Construction/Other Skills,SuiteCRM,Vtiger Development,Google Suite,SugarCRM Development,Google APIs,Customer Relationship Management,Email Marketing,Product Development,Product Catalog Setup & Optimization,Twilio API,Facebook Plugin,Google Chrome Extension,VoIP Software,Product Design,Zapier,Email Campaign Setup,SMS,Pimcore,Facebook Advertising,Data Cleansing,PandaDoc,Chat & Messaging Software,Troubleshooting,Data Migration,IT Management,DocuSign,QuickBooks Online,Business Application Maintenance,Dropbox API,QuickBooks Online API,Browser Extension,Trello,Google Calendar API,VivifyScrum,Jira,Software Architecture & Design,Software Design,API Development,CMS Development,SMS Gateway,Software Debugging,Content Management System,App Development,Zendesk,Software Configuration Management,Call Center Management,Plugin Development,Plugin Customization,Odoo,Map Illustration,Map Integration,Google Maps API,Intuit QuickBooks,Data Entry,Marketing Analytics,Startup Company,Hospitality & Tourism,Wholesale,Agriculture & Mining,Medical,Business Services,Google Ads,Report|https://www.upwork.com/fl/~01271b1dafce3d2e77?s=1270387427651076096
1461|Tirana, Albania|100%|TOP RATED PLUS|$30K+|297|11,675|More than 30 hrs/week|English: Fluent,Albanian: Native or Bilingual,Italian: Fluent|Sr. Cloud Engineer AWS and AZURE|$60.00/hr|/Cloud Engineering Services,Cloud Management,Cloud Testing,Cloud Architecture,Cloud Engineering Consultation,Cloud Engineering,Cloud Implementation,Cloud Migration/Cloud Engineering Skills,Java,Python,MySQL,Cloud Security,AWS Amplify,AWS Glue/Business Size,Business with 10-99 Employees,Business with 1-9 Employees,Business with 100-999 Employees,Business with 1000+ Employees/Cloud Expertise,IaaS,SaaS,PaaS/Industry,Education,Media & Entertainment/Cloud Platforms & Software,Amazon Web Services,Azure DevOps,Google Cloud Platform,Cloud Security,Microsoft Azure/Other Skills,SNMP,TCP/IP,Firewall,Routing,Junos,OTN,Management Skills,Network Planning,DHCP,Network Security,Quality of Service,OSPF,Enhanced Interior Gateway Routing Protocol,GRE Tutoring,Troubleshooting,Intrusion Prevention System,User Authentication,Technical Project Management,Malware,Cisco Certified Design Associate,Research Protocols,Network Engineering,Strategy,Cisco Certified Design Professional,Virtualization,Enterprise Software,Cisco IOS,Rep Fabric,DNS,IPv6,Intellectual Property Protection,Automation|https://www.upwork.com/fl/~0153731f5cec68f02d?s=1270387428129226752
1179|Westland, United States|Cloud Engineering|||6|23|As Needed - Open to Offers|English: Fluent,Arabic: Fluent,French: Basic|"Cloud Expert : Azure | Google | DevOps | Kubernetes | IAC | Terraform"|$130.00/hr|/Cloud Engineering Services,Cloud Migration,Cloud Architecture,Cloud Engineering Consultation,Cloud Engineering,Cloud Implementation,Cloud Management/Cloud Expertise,IaaS,PaaS,SaaS/Business Size,Business with 1000+ Employees,Business with 100-999 Employees,Business with 10-99 Employees,Business with 1-9 Employees/Cloud Platforms & Software,Office 365,Azure DevOps,Google Cloud Platform,Microsoft Azure/Industry,Real Estate,Aerospace,Amusement & Gambling,Agriculture & Forestry,Tech & IT,Sports & Recreation,Energy & Utilities,Manufacturing & Construction,Fashion & Beauty,Education,Media & Entertainment,Food & Beverage,Sales & Marketing,Retail & Consumer Goods,Transportation & Warehousing,Automotive,Finance & Accounting,Religious, Charitable & Nonprofit,Science & Medicine/Other Skills,Kubernetes,Terraform,Infrastructure as Code,Single Sign-On,Microsoft Exchange Online,VMWare,Google Workspace Administration,Veeam,Email Automation,Microsoft Exchange Server,Operating Systems Development,Bug Fix,Computer Maintenance,CompTIA,System Maintenance,System Configuration,Troubleshooting,DNS,Network Engineering,Selling,Software-Defined Networking,Outbound Sales,Scheduling,Object-Oriented Programming,Orchestration,System Administration,Ingress,Docker Compose,Container,Containerization,Perl Catalyst,Cloud Computing,Jenkins,Continuous Delivery,Git,GitHub,Review,Automated Testing,Continuous Integration,Version Control,Sustainability,IT Infrastructure|https://www.upwork.com/fl/~01cce6e8de9ebc012e?s=1270387428129226752
807|Alawwa, Sri Lanka|Database Administration|||13||As Needed - Open to Offers|English: Fluent,Sinhala, Sinhalese: Native or Bilingual|Streamlining Database and Ensuring Data Integrity and Bugs Fixing|$20.00/hr|/Database Administration Skills,SQL/PSM,Server,SQL,SQL Server Reporting Services,SQL Server Integration Services,Transact-SQL/Databases,Microsoft SQL Server,MySQL,MongoDB,SQLite,MariaDB,Oracle Database,PostgreSQL,Microsoft SQL Server Compact/Database Administration Deliverables,Database Administration,Database Optimization,Database Design,Data Migration/Business Size,Business with 1-9 Employees/Other Skills|https://www.upwork.com/freelancers/~01df1ae6f0c8f74f7e?s=1017484851352699011
405|Los Angeles, United States|100%|TOP RATED PLUS||113|2,995|More than 30 hrs/week|English: Fluent,French: Native or Bilingual|DB Architecture, MySQL, MSSQL, MongoDB, Snowflake, Singlestore|$120.00/hr|/Database Administration Skills,SQL,Server/Databases,MySQL/Other Skills,Linux,MySQL Programming|https://www.upwork.com/fl/~018f0f648954d63b65?s=1017484851352699011
1103|Battaramulla South, Sri Lanka|Database Administration|||2|38|More than 30 hrs/week|English: Fluent|"SQL Server Expert | DBA | Tableau Expert"|$18.00/hr|/Database Administration Deliverables,Database Administration,Database Optimization,Database Design,Data Migration/Database Administration Skills,Microsoft Windows Powershell,SQL Server Integration Services,Server,Transact-SQL,SQL,SQL Server Reporting Services/Databases,PostgreSQL,Oracle Database,MySQL,Microsoft SQL Server/Business Size,Business with 100-999 Employees,Business with 1000+ Employees/Other Skills,Leadership Skills,Tableau,ITIL|https://www.upwork.com/freelancers/~010a76bc5845181384?s=1017484851352699011
77|Tunis, Tunisia|DevOps Engineering|||4|10|More than 30 hrs/week|English: Fluent,Arabic: Native or Bilingual,French: Conversational|Cloud Platform DevOps Engineer|$20.00/hr|/DevOps Engineering Skills,Microsoft Azure,Node.js,Bash,Amazon Web Services,MongoDB,Containerization,Google Cloud Platform,Python/DevOps Automation & Version Control Tools,Kubernetes,Jenkins,Terraform,Docker,Git,Ansible/DevOps Engineering Deliverables,System Automation,DevOps Engineering,Infrastructure Management,Deployment Automation,CI/CD/Operating Systems,Ubuntu,Linux,CentOS/Other Skills,System Administration,Perl Catalyst,Scheduling,Ingress,Orchestration,Cloud Computing,Object-Oriented Programming,Troubleshooting,Application Lifecycle Management,Microsoft Active Directory,User Identity Management,Azure Blockchain Service,Multi-Factor Authentication,Network Engineering,Virtual Machine,Azure App Service,Agile Software Development,Azure DevOps,Continuous Integration,Continuous Delivery|https://www.upwork.com/freelancers/~010e2797c479db326f?s=1110580753140797440
1150|Islamabad, Pakistan|DevOps Engineering|||3|49|More than 30 hrs/week|English: Fluent,Urdu: Native or Bilingual|ELK Engineer & Devops|$25.00/hr|/DevOps Automation & Version Control Tools,Git,Docker,Kubernetes/DevOps Engineering Skills,MongoDB,Node.js,Java,Microsoft Azure,Python,Containerization,Azure DevOps Server,VMWare/Operating Systems,Ubuntu,Microsoft Windows,CentOS,Linux/Industry,HR & Business Services,Tech & IT/DevOps Engineering Deliverables,System Automation,CI/CD,Configuration Management,Infrastructure Management,Automation Software Release,Deployment Automation,Automated Monitoring,DevOps Engineering/Other Skills,Cloud Application,ELK Stack,Elasticsearch,Logstash,Kibana,System Security|https://www.upwork.com/freelancers/~01dbd9457169c121fd?s=1110580753140797440
1621|Calgary, Canada|IT Compliance||$1M+|1|347|Less than 30 hrs/week|English: Fluent,Hindi: Native or Bilingual,Panjabi, Punjabi: Native or Bilingual|Cybersecurity assurance and IT audit and compliance professional|$70.00/hr|/Compliance Deliverables,IT Compliance Audit,Risk Assessment,Compliance Consultation/Compliance Frameworks,ISO 27001,PCI DSS,SOC 1 Report,NIST SP 800-53,SOC 2 Report/Other Skills,Information Security Governance,NIST Cybersecurity Framework,Cybersecurity Management,Governance, Risk & Compliance Software,Governance, Risk Management & Compliance,Systems Development,Implementation,System Maintenance,IT Management,Life Cycle Assessment,Architectural Design,Data Protection|https://www.upwork.com/freelancers/~01882ba2441eedc21c?s=1110580750410305536
692|Amsterdam, Netherlands|81%|||13|35|More than 30 hrs/week|English: Fluent,Dutch: Conversational|PCI DSS Compliance Specialist|$50.00/hr|/Compliance Deliverables,IT Compliance Audit,Compliance Consultation/Business Size,Business with 10-99 Employees,Business with 100-999 Employees,Business with 1-9 Employees,Business with 1000+ Employees/Compliance Frameworks,PCI DSS/Other Skills,Public Speaking,CompTIA,Cryptography,System Configuration,Disaster Recovery,Network Security,Mobile Device,Analytical Presentation,System Security,Amazon Web Services,Cloud Computing,PaaS,Cloud Services,Azure Blockchain Service,Cloud Security Framework,Network Engineering,Virtualization|https://www.upwork.com/fl/~01716c6cacbe095ed4?s=1110580750410305536
1358|London, United Kingdom|100%|TOP RATED PLUS||113|1,721|Less than 30 hrs/week|English: Native or Bilingual|IT audit and compliance with ISO27001-18 , HIPAA, GDPR and many others|$94.00/hr|/Compliance Frameworks,SOC 2 Report,Data Protection Act,Cloud Security Alliance,PCI DSS,California Consumer Privacy Act,Personal Information Protection & Electronic Documents Act,SOC 1 Report,ISO 27001,GDPR,Sarbanes-Oxley Act,HIPAA,EU-US Privacy Shield,ISO 27018,ISO 27017,G-Cloud,FedRAMP,Swiss-US Privacy Shield/Compliance Skills,Computer Network,PaaS,Data Privacy,IaaS,SaaS,Data Protection/Business Size,Business with 10-99 Employees,Business with 1-9 Employees,Business with 1000+ Employees,Business with 100-999 Employees/Compliance Deliverables,Compliance Consultation,IT Compliance Audit,Risk Assessment/Other Skills,Manufacturing & Construction,Nonprofit Organization,Arts,Legal,Retail & Consumer Goods,Scientific & Technical Services,Life Sciences,Hospitality & Tourism,Transportation & Warehousing,Engineering & Architecture,Education,Energy & Utilities,Medical,Tech & IT,Business Services,Computing & Networking,Real Estate,Government,Health & Fitness,Finance & Accounting,Fortune 500 Company,Startup Company,Media & Entertainment|https://www.upwork.com/freelancers/~0173b1bb7de05e6532?s=1110580750410305536
845|Dhaka, Bangladesh|Information Security|||2||More than 30 hrs/week|English: Fluent|"Security Specialist | Cryptocurrency Analyst |Ethical Hacker"|$50.00/hr|/Information Security Deliverables,Information Security/Information Security Skills,Application Security/Other Skills,Ethical Hacking|https://www.upwork.com/freelancers/~01998c3f4dae8051d9?s=1017484851352698966
1294|Dhaka, Bangladesh|96%|TOP RATED||65|253|More than 30 hrs/week|English: Native or Bilingual,Bengali: Native or Bilingual,Hindi: Native or Bilingual,Urdu: Native or Bilingual,Arabic: Conversational,French: Conversational|"Certified Ethical Hacker| Pentester | ISO | Crypto Analyst | Malware"|$41.00/hr|/Information Security Skills,Database Security,Application Security,Network Security,Firewall,System Security,Digital Forensics,Encryption,VPN/Information Security Deliverables,Vulnerability Assessment,Cybersecurity Management,Security Testing,Security Assessment & Testing,Configuration Management,Security Policies & Procedures Documentation,Source Code Scanning,Malware Removal,Information Security Consultation,Incident Response Plan,Penetration Testing/Security Software & Tools,Kali Linux,Metasploit,SonarQube,AT&T Cybersecurity,Bastion Host,Network Mapper,Wireshark,Rapid7 Nexpose,Nessus,OpenVAS,CloudSploit,Cisco ASA/Other Skills,Cryptography,Office 365,Office Management|https://www.upwork.com/freelancers/~0169e3d230a5ef63a2?s=1017484851352698966
473|Dhaka, Bangladesh|Network Administration||$10K+|4|2|More than 30 hrs/week|English: Conversational,Hindi: Conversational|"Network & System Administrator | IT Consultant| Tech Support"|$12.50/hr||https://www.upwork.com/freelancers/~010d38add0525862f1?s=1110580761214832640
1329|Tirana, Albania|100%|TOP RATED PLUS||297|11,675|More than 30 hrs/week|English: Fluent,Albanian: Native or Bilingual,Italian: Fluent|Sr. Network Engineer/Architect|$60.00/hr|/Network Administration Software & Tools,MikroTik,Juniper,PRTG,Fortinet/Operating Systems,Linux/Network Administration Skills,IPv6,Virtual LAN,Network Equipment,VPN/Network Administration Deliverables,Network Administration/Other Skills,Routing,SonicWall,FortiGate Firewall,Sophos Sophos UTM,OpenVPN,PfSense,Fiber Optics,Cisco,Palo Alto Firewalls,SNMP,TCP/IP,Junos,OTN,Management Skills,Network Planning,Enhanced Interior Gateway Routing Protocol,Quality of Service,GRE Tutoring,OSPF,Troubleshooting,DHCP,Network Security,Intrusion Prevention System,User Authentication,Technical Project Management,Malware,Cisco Certified Design Associate,Research Protocols,Network Engineering,Migration,Strategy,Cisco Certified Design Professional,Virtualization,Enterprise Software,Cisco IOS,Rep Fabric,DNS,Automation,Intellectual Property Protection|https://www.upwork.com/fl/~0153731f5cec68f02d?s=1110580761214832640
361|Dnipro, Ukraine|100%|TOP RATED||102|1,241|As Needed - Open to Offers|English: Conversational,Russian: Native or Bilingual,Ukrainian: Native or Bilingual|FreeBSD, Linux, VmWare administrator/DevOps|$60.00/hr|/Network Administration Skills,Virtual LAN,VPN,Virtualization,Network Equipment,SSL,Virtual Machine/Network Administration Software & Tools,Zabbix/Operating Systems,Microsoft Windows,Linux/Other Skills,FreeBSD,LAMP Stack|https://www.upwork.com/freelancers/~01e4196df466d4f1c0?s=1110580761214832640
972|Valenzuela, Philippines|93%|||9|50|As Needed - Open to Offers|English: Conversational|Network Security Engineer|$20.00/hr|/Network Security Skills,Firewall,Internet Protocol Security,VPN/Other Skills,HP Network Management Center,Fortinet,Wireless Network Implementation,Network Administration|https://www.upwork.com/freelancers/~010275f6bdeb28693b?s=1031626808452694016
496|Lahore, Pakistan|96%|TOP RATED||29|245|As Needed - Open to Offers|English: Fluent,Urdu: Native or Bilingual|"Ethical Hacker | Red Teamer | Penetration Tester"|$30.00/hr|/Network Security Skills,Network Security,VPN,System Hardening,Firewall/Other Skills,Network Penetration Testing,SSH,Technical Project Management,System Security,Security Framework,OS Security,Data Protection,Malware Removal,Insurance & Risk Management,Incident Management,Appcelerator Titanium,Financial Audit,Information Management|https://www.upwork.com/freelancers/~01aed846cbcd919fd4?s=1031626808452694016
1363|L'viv, Ukraine|100%|TOP RATED PLUS||28|4,392|More than 30 hrs/week|English: Fluent,Ukrainian: Native or Bilingual|Azure Certified Solution Architect C#/ NET/ DevOPS|$48.00/hr|/Industry,Agriculture & Forestry,Tech & IT,Finance & Accounting,Energy & Utilities,Education,Health & Wellness,Sports & Recreation,Engineering & Architecture,Manufacturing & Construction,Transportation & Warehousing,Legal,Aviation,Science & Medicine/Solution Architecture Skills,Node.js,Microsoft IIS,RESTful Architecture,SQL,Cloud Computing,C#,Web Service,JavaScript,Web Server/Business Size,Business with 1-9 Employees,Business with 1000+ Employees,Business with 10-99 Employees,Business with 100-999 Employees/Solution Architecture Deliverables,Activity Diagram,Implementation,Use Case Diagram,Sequence Diagram,Solution Architecture Consultation/Solution Architecture Expertise,Office 365,Microsoft Azure,Microsoft Dynamics 365,Microsoft Sharepoint/Other Skills|https://www.upwork.com/freelancers/~01425e289bcb237ede?s=1110580765614657536
1114|Maspeth, United States|100%|TOP RATED PLUS||183|20,867|More than 30 hrs/week|English: Fluent,Nepali: Native or Bilingual,Hindi: Fluent|MVP Software Architect|$65.00/hr|/Business Size,Business with 10-99 Employees,Business with 1-9 Employees/Industry,Food & Beverage,Media & Entertainment,Sports & Recreation,Education,Fashion & Beauty/Solution Architecture Deliverables,Activity Diagram,Solution Architecture Consultation,Object Diagrams,Implementation,Class Diagram/Solution Architecture Skills,RESTful Architecture,Web Service,PHP,Python,JavaScript,Cloud Computing,Apache Tomcat,Node.js,Web Server/Solution Architecture Expertise,Amazon Web Services,Microsoft Azure,Google Cloud Platform/Other Skills,Twilio,Angular,Laravel,Drupal,React,Ecommerce|https://www.upwork.com/fl/~0163f419241a344d4e?s=1110580765614657536
434|Gurgaon, India|100%|TOP RATED PLUS||61|7,921|More than 30 hrs/week|English: Native or Bilingual,Hindi: Native or Bilingual|"9X Certified Salesforce Expert| Architect | Developer | Consultant"|$30.00/hr|/Solution Architecture Deliverables,Implementation,Sequence Diagram,Solution Architecture Consultation,Class Diagram/Solution Architecture Skills,RESTful Architecture,Apex,SQL,JavaScript/Solution Architecture Expertise,Salesforce/Other Skills,Pardot Marketing,HubSpot,Webflow,Pardot Development,Marketo|https://www.upwork.com/freelancers/~0186dbc03c22db923f?s=1110580765614657536
499|Sialkot, Pakistan|98%|||22|192|As Needed - Open to Offers|English: Fluent,Panjabi, Punjabi: Native or Bilingual,Urdu: Native or Bilingual,Dutch: Fluent,German: Fluent,Spanish: Fluent|Linux Administrator, cPanel, WHM, Cyber Panel, Plesk|$30.00/hr|/Systems Administration Deliverables,Security Management,System Monitoring,System Administration/Operating Systems,Linux,Ubuntu,CentOS/Business Size,Business with 10-99 Employees,Business with 100-999 Employees,Business with 1-9 Employees,Business with 1000+ Employees/Systems Expertise,Microsoft Azure,Google Cloud Platform,Amazon Web Services/Systems Administration Skills,Perl,VMWare,Bash,Python,DHCP,Server Virtualization,NGINX,Bourne Shell,DNS,Citrix Virtual Apps & Desktops,Apache HTTP Server,Microsoft IIS,Microsoft Active Directory,Microsoft Windows Powershell,VMware vSphere/Other Skills,Ansible,Fortune 500 Company,VoIP,Docker,Startup Company,Government,GPO,Health & Fitness,Gaming,Fashion & Beauty,HAProxy,Education,Consumer Goods|https://www.upwork.com/freelancers/~017644225fcd487192?s=1017484851352698927
874|New Delhi, India|Systems Administration|||6|154|As Needed - Open to Offers|English: Native or Bilingual|Salesforce Certified Administrator|$20.00/hr|/Business Size,Business with 1-9 Employees,Business with 100-999 Employees,Business with 1000+ Employees,Business with 10-99 Employees/Systems Administration Deliverables,System Administration/Systems Expertise,Salesforce/Other Skills,Dashboard,Salesforce CRM,Salesforce Sales Cloud,Salesforce Lightning|https://www.upwork.com/freelancers/~01a99aa6e5ae12471a?s=1017484851352698927
726|Santa Rosa, Laguna, Philippines|87%|||306|16,455|More than 30 hrs/week|English: Fluent,Tagalog: Native or Bilingual|"Certified Mailchimp Expert| Email Deliverability |Digital Marketing"|$65.00/hr|/Systems Engineering Skills,Office 365,Microsoft Exchange Server/Other Skills|https://www.upwork.com/freelancers/~0163dcbd556f468586?s=1031626811434844160
1554|Velika Gorica, Croatia|100%|TOP RATED PLUS||238|9,588|More than 30 hrs/week|English: Fluent,Croatian: Native or Bilingual|Linux system engineer and administrator, Amazon web services Guru|$120.00/hr|/Operating Systems,Linux/Systems Engineering Skills,Microsoft Azure,Bash/Other Skills|https://www.upwork.com/fl/~01ced9618240d8edde?s=1031626811434844160
990|Bengaluru, India|100%|TOP RATED PLUS||308|5,987|More than 30 hrs/week|English: Fluent|Email Deliverability Specialist|$35.00/hr|/Systems Engineering Skills,Office 365,Microsoft Exchange Server,Microsoft Active Directory,Microsoft Azure,Microsoft Windows Powershell/Operating Systems,Linux,Windows Server,macOS/Other Skills,Mail Server Implementation,Mailgun,Email Deliverability,SendGrid,Email Support,Mailchimp,Zimbra Administration,Email Communication,Cloud Services,Cloud Computing,Amazon Web Services,PaaS,Cloud Architecture,IaaS,Azure Blockchain Service,Virtualization,Network Engineering,Cloud Security Framework,Technical Project Management,Desktop Application,Implementation Plan,Management Skills,Administrate,Data Protection,Government Reporting Compliance|https://www.upwork.com/freelancers/~01f118ec36da213edf?s=1031626811434844160
1250|Avenel, United States|100%|TOP RATED PLUS|$30K+|5|1,201|More than 30 hrs/week|English: Fluent,Polish: Native or Bilingual|IT & Networking|$50.00/hr||https://www.upwork.com/freelancers/~017e876443f2aab2a0?s=1031626811434844160
1342|Lucknow, India|98%|TOP RATED PLUS||133|3,625|More than 30 hrs/week|English: Fluent,Hindi: Fluent,Panjabi, Punjabi: Fluent|GSUITE & Office 365|$55.00/hr|/Systems Engineering Skills,Office 365,Microsoft Azure,Microsoft Exchange Server,Microsoft Active Directory/Operating Systems,Windows Server/Other Skills,Government Reporting Compliance,Cloud Services,Cloud Computing,Windows Administration|https://www.upwork.com/fl/~015e8a3cbf1d0b0d35?s=1031626811434844160
136|Los Angeles, United States|98%|TOP RATED PLUS||860|4,784|More than 30 hrs/week|English: Native or Bilingual,Spanish: Basic|Most Experienced and Consistently Top Rated Business Law Attorney|$300.00/hr|/Agreements,Property & Equipment Lease,Non-Disclosure Agreement,Employment Consideration,Partnership Agreement/Other Skills|https://www.upwork.com/freelancers/~018ce50d73dde03bd4?s=1110580749328175104
1459|Dallas, United States|87%|||26|76|More than 30 hrs/week|English: Native or Bilingual|Business & Start Up Attorney|$120.00/hr|/Business Formation Types,General Partnership,S-Corporation,Limited Liability Company,C-Corporation,Sole Proprietorship,Limited Partnership/Agreements,Non-Disclosure Agreement,Partnership Agreement/Industry,Finance & Accounting,Media & Entertainment,Fashion & Beauty,Sports & Recreation,Education,Food & Beverage/Business & Corporate Law Practice,Contract Law/Other Skills|https://www.upwork.com/freelancers/~01d7ed10eed5bd8542?s=1110580749328175104
1385|Romford, United Kingdom|Business & Corporate Law|||5|26|More than 30 hrs/week|English: Native or Bilingual|Business and Commercial lawyer|$110.00/hr|/Industry,Tech & IT,Sales & Marketing,Sports & Recreation,Health & Wellness,Legal,Retail & Consumer Goods,Finance & Accounting,Media & Entertainment,Manufacturing & Construction,HR & Business Services/Business & Corporate Law Practice,Contract Law,Employment Law/Agreements,Partnership Agreement,Property & Equipment Lease,Employment Consideration,Non-Disclosure Agreement/Business Formation Types,Sole Proprietorship,General Partnership/Other Skills|https://www.upwork.com/fl/~019659cb2cb1db24d2?s=1110580749328175104
194|Dallas, United States|87%|||26|76|More than 30 hrs/week|English: Native or Bilingual|Business & Start Up Attorney|$120.00/hr|/American Bar Association State Licensing,State Bar of Texas/Other Skills|https://www.upwork.com/freelancers/~01d7ed10eed5bd8542?s=1110580755376361472
1473|Jersey City, United States|93%|TOP RATED PLUS||1,072|3,463|As Needed - Open to Offers|English: Native or Bilingual,Latin: Fluent,Spanish: Fluent|Lawyer Specializing in Contracts|$150.00/hr|/General Counsel Skills,Intellectual Property Protection,Corporate Maintenance,Basic Employment,Contract Drafting,Contract Negotiation/Industry,Legal/Other Skills,Business Management,Corporate Law,Criminal Law|https://www.upwork.com/fl/~01000a13d078ddbc02?s=1110580755376361472
1489|New York City, United States|96%|TOP RATED PLUS|$80K+|400|214|As Needed - Open to Offers|English: Fluent,Russian: Native or Bilingual|Immigration Specialist|$150.00/hr||https://www.upwork.com/freelancers/~016c9d6c191af09027?s=1017484851352698998
23|Montgomeryville, United States|91%|||131|4|Less than 30 hrs/week|English: Native or Bilingual|Introduction|$125.00/hr|/Immigration Law Skills,O-1 Visa,Green Card,B-2 Visa,B-1 Visa,L-1 Visa,Visa Transfer,H-1B Visa,Employer Sponsored Visa,Work Visa/American Bar Association State Licensing,Pennsylvania Bar Association/Other Skills,Legal|https://www.upwork.com/freelancers/~01de19a354841f3975?s=1017484851352698998
479|Rio de Janeiro, Brazil|Immigration Law|||3|8|As Needed - Open to Offers|English: Fluent,Portuguese: Native or Bilingual|Lawyer in Brazil|$30.00/hr||https://www.upwork.com/freelancers/~019421c76545d1e065?s=1017484851352698998
