job_id|freelancer_id|job_title|job_description|hourly_rate|weekly_hours_needed|project_length|experience_level|skills_required|earnings|feedback_for_freelancer|client_location|feedback_for_client|job_link
0|1044|Fintech Legal RIA/Securities Legal Opinions and Consultation|Hey there, we're a pre-seed FinTech platform looking to branch out into other offerings. We'd like to eventually act as an RIA .  I'd love to see what we would need, how to get that set-up and then also what else we could offer.   Thank you||Less than 30 hrs/week|1 to 3 months||SEC Regulation,Corporate Law,Finance & Accounting,Financial Disclosure,Legal,Regulatory Compliance|||United States New York|5.00|https://www.upwork.com/jobs/~0125f12ed22cf2da25
0|1044|Cryptocurrency Attorney for ICO opinion|Founded and actively managed by Tai Lopez and Alex Mehr, REV focuses on acquiring large retail name brands and transforming them into e-commerce success stories.  REV's growing portfolio includes Pier 1 Imports, RadioShack, Ralph & Russo, Dress Barn, Linens ‘n Things, Steinmart, Franklin Mint, Modell’s Sporting Goods, and more.  We are currently working on an exciting new project, and looking for a lawyer to write an opinion piece that an upcoming crypto token ICO is not a security.  This is not a memorandum, we are looking for a legal opinion.  While this is a singular project, there may be more work in the future.  If you are interested, please share any relevant experience with writing legal opinions regarding crypto tokens in the past, how long you think it will take, and how much you are charging.  Then we will be happy to connect you with a member of our team to go over the white paper and other details of the business model/website to begin the work  Thank you!||Less than 30 hrs/week|1 to 3 months|Intermediate|Cryptocurrency,Finance & Accounting,Initial Coin Offering,Bitcoin,Ethereum,Blockchain,SEC Regulation|||United States San Diego|5.00|https://www.upwork.com/jobs/~01bbe950cea87e6e5c
0|1044|Looking for a lawyer versed in cryptocurrency law to write legal opinion|Looking to hire an experienced lawyer with background in cryptocurrency and securities law.  We have a new crypto token project getting ready to be launched in the near future and require a legal opinion.  The token is a community coin, encompassing the brand of a popular IG influencer.  This job is for a LEGAL OPINION ONLY.  However, if we are satisfied with the work product this could lead into a long term relationship with our company.|||Less than a month|Intermediate|/Securities & Finance Law Skills,SEC Regulation/Other,securities law,Cryptocurrency,Legal Consulting,Legal Research|||United States Sheridan|5.00|https://www.upwork.com/jobs/~01bf076396e2701b8b
0|1044|Legal Assistance for Allocation of Stock Options|We are a C-Corp in the U.S., incorporated in DE, and we desire to reward our consumers with stock options in our company. We need to understand the legal process to accomplish this, and accompanying that process, have the appropriate legal documentation in place.  We are seeking: -Specific guidance on what we need to do for process, control, reporting, etc. on the granting of these stock options to qualifying consumers. -Guidance on the impact of this tactic upon our cap table and future investments from VCs, angels, etc. -The written documentation required for the granting of stock options to consumers: contracts, agreements, covering letters, whatever is required.  NOTE: the targeted consumers are residents of the US and residents of the UK. We don't know, but we expect that different agreements would be needed for the different countries.  Would you please quote the aforementioned in billable hours and cost per hour? Thank you.|||Less than a month|Intermediate|/Securities & Finance Law Skills,SEC Regulation,Stock Issuance,Financial Disclosure/Other,Contract Drafting,Contract Management,Legal Consulting,Startup Consulting,Contract Law,Legal Writing,Tech & IT,Business Services,Computing & Networking,Legal,Finance & Accounting|||United States Herndon|5.00|https://www.upwork.com/jobs/~01b18af71d487711a4
0|1044|Attorney or Accountant Needed for help with SEC Annual Report Filing|Filing of Annual Report with SEC online for regulation CF.||Less than 30 hrs/week|Less than a month|Intermediate|Startup Consulting,Entrepreneurship,Legal,Business Services|||United States Mount Vernon|5.00|https://www.upwork.com/jobs/~0175ca04f3f4016309
0|1044|Crypto Lawyers to consult on ICO involving a household brand in the USA.|Crypto Lawyers needed to consult on a unique ICO project involving a household brand in the USA.  I am seeking a lawyer who has experience advising medium to large businesses on the legal hurdles of doing an ICO. We are a company that has large revenues and a popular household brand and are seeking to raise capital through an ICO.  If you are an expert in this field and have advised US-based companies on ICO’s we look forward to speaking with you further about this project.  This is time-sensitive and so we will favor prompt responses and excellent communication.  We would like to start with an introductory consulting call at your bid fee for 1-2 hours to answer our questions and evaluate your skillset for assistance throughout this project.  You must be able to do the following: tell us exactly what legal requirements we will need to abide by when executing an ICO in the US. Propose how we can legally create a structure to share revenue with our token holders and pay out a portion of profits to them. Advise on the common legal pitfalls when doing an ICO in the US and how we can best avoid them.  This information is crucial to guiding our next decisions for this project and so your information must be current and correct.  Looking forward to speaking with an expert.|||1 to 3 months|Intermediate|Cryptocurrency,Initial Coin Offering,Finance & Accounting|||Canada Montreal|5.00|https://www.upwork.com/jobs/~01282e5abbdabbea56
0|1044|Attorney at Law specialist on startups, taxation, C Forms Crowdfunding + Going Public OTC markets|We're looking for an attorney that can help us with forming a Delaware Holding company of our Mexico City based company ByPrice.com Needs to know about: -Corporate inversion / Swap shares - Taxation of the deal -Corporate Bylaws of the holding company -C Form for Crowdfunding - Filing to go public at the NY OTC markets|||Less than a month||Startup Consulting,swap,C form,Holding,Crowdfunding,NY OTC markets,Legal,Finance & Accounting|||Mexico Juarez, Mexico City|5.00|https://www.upwork.com/jobs/~014064634f7dd94a33
0|1044|Attorney Need For Hedge Fund Formation|Looking for a lawyer to assist in the formation of a domestic hedge fund, creation of PPM, syndication and all associated paperwork to be legally compliant. Ongoing counsel may be needed after the initial project is over.||Less than 30 hrs/week|More than 6 months||/Securities & Finance Law Skills,SEC Regulation/Other,Legal Consulting,Entrepreneurship,Legal|||United States College Station|5.00|https://www.upwork.com/jobs/~0196d7000294d3f7de
0|1044|Bitcoin Trading SaaS Business Legal Advice|About the Business: I am the founder of a project called Tradeium (tradeium.io). We offer automated bitcoin trading strategies to users worldwide that execute trades on their crypto accounts. We are just a few months old but growing rapidly. We are currently a free service but will be charging in the coming weeks/months which is the main motivation for legal advice.  We are seeking legal advice; - on incorporating, whether that be in Canada (where we are now) or in another country (US or other). - to ensure we are monetizing Tradeiums services according to Canadian laws and regulations (or wherever we relocate). - some tax related topics - to inform us on what I don't know but should!  Skills: - business and corporate law - regulatory law - securities and financial law - specialize in Canada, or possibly international||Less than 30 hrs/week|1 to 3 months|Intermediate|Entrepreneurship,Legal Writing,Legal,Finance & Accounting||5.0|Canada Calgary|5.00|https://www.upwork.com/jobs/~01fb3250cf6620cd0a
0|1044|Needing a cryptocurrency business attorney (MT License help, draft documents, state reviews, etc)|I own a cryptocurrency company located in Chattanooga, TN that has business activities on the peer 2 peer exchange Paxful. We're currently in the process of getting a MTL license in the state of Washington, which is apart of the Multistate MSB Licensing Program. We need you/your firm to draft several documents, some examples being:  1. Flow of Funds Structure 2. Business Plan  Also would need help with surety bonds and other requirements on the Washington State NMLS sheet. Someone with experience drafting documents related to MTL would be ideal. Please let me know the cost/your hourly rate. Thanks.|||3 to 6 months|Intermediate|Legal Research,Legal Assistance||5.0|United States Chattanooga|5.00|https://www.upwork.com/jobs/~01d39141d2d4d32edc
0|1885|Online Gaming Lawyer|Hi,  I am looking to speak to a Lawyer that specialises in Online Gaming. I have a few questions surrounding worldwide Jurisdictions.  I have a reference website that I would like an audit completed on so I can understand the ins and outs on how they are legally set up. This will involve viewing their website and reading their terms and conditions.  If you have extensive experience in this field and feel confident with this job, please apply and we can schedule a meeting to discuss.||Less than 30 hrs/week|Less than a month||/Business & Corporate Law Practice,Anti-Money Laundering,Company Registration/Industry,Tech & IT/Other,Contract Law,Researcher,Legal Consulting,International Law,Corporate Law,Content Writing||5.0|Australia Melbourne|5.00|https://www.upwork.com/jobs/~016c3ffbe961783ddf
0|1885|Create an AML policy for the US based LLC|We need an AML policy written for our US based company. AML policy doest have to comply with regulator since our company is not an MSB. We need simple but good AML policy written which can be accepted by the bank.  ||Less than 30 hrs/week|1 to 3 months|Intermediate|Finance & Accounting,Legal Writing,Business Services,Regulatory Compliance,Compliance|||Canada Torronto|5.00|https://www.upwork.com/jobs/~0129ae0947e7dfcb35
0|1885|Review - Terms of Use|"Hi,  You are to review the Terms of Service for a client of mine and respond to some of his questions and comments.  Please, examine the two files I attached and make sure you can review the two files based on his remarks.   Here is the summary of the points he made:  ""Structurally, between the 2 what am I missing? How does using a 3rd party software and presenting on my website need to be presented as I have no control, access,  view into the outcome,  it's the user interacting with the blockchain through a decentralized application? There are many blockchains, should we specify one, two, or all or generalize them? How to handle fees, that I can add to the 3rd party decentralized apps on my website? I may change them at anytime or some won’t have fees. How to handle offering a training platform, classes, material, all material is ours unless specifically highlighted as material from a 3rd party or found on the web, like documents, opinion articles, videos, podcasts…blockchain decentralized apps not hosted on my website. All material submitted, discussed, etc… can be used by my companies vs individuals without payment for work. What happens with discussion boards, chat, comments? What am I missing or need to look into?  Thanks for taking the time to review and answer these questions and giving me your insights into possible issues or areas of concern.""   Regards, Shivan."||||Intermediate|Contract Law,Legal Consulting,Legal Writing,Legal,Intellectual Property Law,Legal Research,Business Services||5.0|Ukraine Lviv|5.00|https://www.upwork.com/jobs/~014948e6d2df6c5a7a
0|1885|Legal Advice Business and IP|Hi, We have a legal issue come up that we would like to get ahead of while we have the opportunity. It relates to the use of website terms, privacy & public image, website terms and conditions, deeds of undertaking  experience in these areas is a must as the opposing is a large law firm||Less than 30 hrs/week|1 to 3 months||Legal Consulting,Contract Law,Corporate Law,Intellectual Property Law,business law,Trademark,Legal|||Australia Melbourne|5.00|https://www.upwork.com/jobs/~018608af8633f1f66b
0|1885|Cryptocurrency Expert Professional Writer Needed|My client is building a blockchain platform that will go to market in October of this year. We are helping them produce all their marketing content as well as the essential White Paper, Yellow Paper and Light Paper.  We need someone to come on board the team to help research and write the main bulk of the whitepaper with help from the client. They will also help to write a variety of user documents, how-to guides, product walkthroughs. A base understanding of blockchain and cryptocurrency is desirable.  The candidate should have strong communication skills which enable them to explain complicated concepts in a simple manner. They should also be capable of researching legal and technical details.  *Responsibilities* - Writing of technical documents such as whitepapers - Writing content explaining how the product works - Researching legal and technical information - Liaising directly with the client to receive feedback and improve the content.  *Experience* - Bachelor's degree or equivalent experience - Experience writing technical information - Strong written and verbal communication skills - Ability to understand highly technical and legal information - Experience writing a whitepaper is desired but not essential.  This role is for a fixed fee one time contract only.  Please include a cover letter and samples of your work|||||/Content Writing Services,Content Writing,Researcher||5.0|Australia Brisbane|5.00|https://www.upwork.com/jobs/~01c7ca8b24366804ea
0|1885|Employment cases research (not advice)|I need someone to do some extra research for me on employment cases for private purposes.||Less than 30 hrs/week|Less than a month|Intermediate|/Labor & Employment Law Skills,Employment Handbook/Other,Employment Law,Contract Law,Contract Drafting,Business Services||5.0|United States Chandler|5.00|https://www.upwork.com/jobs/~01ed520d193005486c
0|1885|Looking for a Lawyer or someone with a vast knowledge of corporate, finance, & crypto law|to research & write a paper fully exploring the questions/topics I give them.|||Less than a month|Intermediate|Startup Consulting,Corporate Law,Intellectual Property Law,Legal Assistance,Writing,Contract Law,Licensing,Copyright,Consultant,Researcher,Legal,Business Services||5.0|United States Cottrellville|5.00|https://www.upwork.com/jobs/~01320be14ce4dd906c
0|1154|Written legal opinion on investment fund documents|We want a written legal opinion on the Subscription agreement[4134 words] and limited partnership agreement [18976 words] with remarks and proposals.||Less than 30 hrs/week|1 to 3 months|Intermediate|Legal,Legal Research,Legal Consulting,Legal Writing,Finance & Accounting|$300.00||Lithuania Vilnius|5.00|https://www.upwork.com/jobs/~0170d945cfeb09f119
0|1154|EU lawyer to write a shorter legal statement regarding regulation for an EU AIF fund.|Dear Freelancer,  I need a legal statement to confirm the regulation applicable for our AIF fund regarding depository. The relevant regulation is the EU AIFM Directive.||||||$100.00||Sweden Stockholm|5.00|https://www.upwork.com/jobs/~01fe013d9c24c1ceeb
0|1154|Looking for a legal french lawyer with experience in banking sector|Hello I am looking for a french lawyer who can help us read through a contract and advice accordingly. we are a fintech and work with banks in new technologies solutions so if you have experience in the same kindly contact me;  THE CONTRACT IS IN FRENCH SO SOMEONE WITH THAT KNOWLEDGE|||3 to 6 months||Intellectual Property Law,Contract Law,Legal Consulting,Contract Drafting,Legal,Tech & IT|$150.00|5.0|Kenya Nairobi|5.00|https://www.upwork.com/jobs/~013cea45b48068acb4
0|1154|Need EU or Luxembourg Attorney to write consulting agreement|I'm looking to hire an attorney that can write a consulting agreement between our US-based software company and a freelancer in Luxembourg. We want to make sure we are protected even though the freelancer is in Luxembourg. Specifically, we want to make sure our intellectual property is protected.  We need this done quickly and we are willing to pay extra to have it rushed.|||Less than a month||Contract Law,Tech & IT||5.0|United States Troy|5.00|https://www.upwork.com/jobs/~0162513c5e4b234ae2
0|1154|Need a company lawyer to read two Public Company EGM documents and answer a couple of questions|I'm trying to understand the changes between 2019 and 2020 EGMs, to see if the board has increased their ability to create new shares which could be used for acquisitions.  I'm struggling with the text around nominal amounts and values, and think they could disguise powers to use shares to make acquisitions.  This isn't a large company or overly complex, but confusing for a small private investor like myself. Anyone mind reading 2019 and 2020 and can answer a few questions?  Possibly you will feel more comfortable with public companies that trade in the UK and Europe, if you study or practice law there.||||Intermediate|Contract Law,Corporate Law|$15.00||United Kingdom London|5.00|https://www.upwork.com/jobs/~012a7bf58a85ecc0ed
0|1154|review crypto fund docs for investment|I'm looking to invest in this project: https://spacex.orderbook.io/  Looking for a legal review of their docs to assess what the risk factors are investing into this vehicle||||Intermediate|Cryptocurrency|$37.50|5.0|United States Plano|5.00|https://www.upwork.com/jobs/~01bd708bcae269bed0
0|1286|Spain / Uk Tax Advisor 30 min consulting|I need a consultancy call with an expert in international taxation (Uk and Spain).  necesito una llamada de consultoria con un experto en impuestos internacionales (Uk y Spain)|||||Tax Law,Corporate Tax,Tax Return|$80.00||United Kingdom London|5.00|https://www.upwork.com/jobs/~01e377374868ef2f3d
0|1286|International Tax Expert Needed|I'm looking for an international tax expert that can help me figure out where to register my business offshore based on my current situation and the nature of the business while saving money on taxes but still being compliant (like a proper business).||Less than 30 hrs/week|1 to 3 months||Corporate Law,Legal Research,International Taxation,Tax Law Compliance,Employment Consideration,Legal Consulting,Value-Added Tax,Tax Law,Tax Strategy,Corporate Tax,Startup Consulting,Media & Entertainment,Business Services|$90.00|5.0|Netherlands Winsum|5.00|https://www.upwork.com/jobs/~019cae72e03837de3f
0|1258|Irs penalty on 941 form|I received a letter from the irs regarding a non payment for 941 for one quarter of a s corp. Need help to get a tax transcript to trace the payments as I remember i should not owe anything. If i did miss it, i need help to get the amount owe to lower as much as possible. I can make a full payment.|$195.00|Less than 30 hrs/week|Less than a month||/Tax Law Type,Corporate Tax/Other,Tax Law,Legal|$520.00||United States Chicago|5.00|https://www.upwork.com/jobs/~01579fdfa23c85bc9b
0|1258|Tax advisory for Marketing Agency with LLC entity in USA owned by non-US resident|Hi!  I run a international performance marketing agency and recently we've opened a LLC in Delaware. Concept of our business is to provide marketing services to our clients and get paid for specific results like leads or sales. That also can be called affiliate marketing.  I'm not U.S resident and that LLC is 100% owned by me. As I know LLC can be a pass-through entity and  generated income can be not a subject for tax if that entity is not ETBUS, even if you're working with USA clients.  So I'm looking for experienced US Tax professional to to consider my specific set of circumstances and get some advisory to understand if income of my LLC will be taxable  in USA or not.  Thank you!|$195.00|Less than 30 hrs/week|Less than a month||Tax Law,CPA,International Taxation,US Taxation,Corporate Tax,Limited Liability Company,Accounting,Tax Preparation,Tax Return|$195.00||Ukraine Chervonograd|5.00|https://www.upwork.com/jobs/~0160ed055e0f3c853c
0|1258|US Tax attorney needed to consult on CFC + GILTI|Need a US based attorney to clarify an overseas structure and deem whether or not it is subject to GILTI tax.  Structure will be a UK LLP Main partner being a dual US-Irish citizen  LLP has no activity in UK and therefore will pay no tax in UK|$245.00|Less than 30 hrs/week|Less than a month||/Tax Law Type,Corporate Tax/Other,Tax Law,International Taxation|$408.33||United States Astoria|5.00|https://www.upwork.com/jobs/~01d06cfdc2252a0d42
0|1258|Expert Tax Attorney for IRS Penalty Abatement Questions & Strategy|"HI, thanks for reviewing.  Looking for a Professional Expert Tax Attorney that can consult me on, and is familiar with, IRS Tax Penalty Abatement processes and submissions.  I have a few of years of penalties following a tax audit in which taxes were files late and penalties accrued so far.  The reason for such request is I am a 100% disabled veteran with mental disability and have been informed from the tax attorney that handled the audit I have a good chance at getting the penalties back or cancelled due to situation with the mental disability and disability in general as it falls within ""reasonable means"".  Looking to consult with someone who has experience in this area and can give some details and tips on this for any potential knowledge.  Thank You in advance."|$195.00|Less than 30 hrs/week|Less than a month||Tax Law|$195.00|5.0|United States Las Vegas|5.00|https://www.upwork.com/jobs/~016dab166d190d82cb
0|1258|International tax lawyer specialising in US and Australia|A little history- I opened an LLC in 2015. I changed the name 2 times until I settled on its current name in 2018. And decided to sell supplements.   Originally when I started the business  I lived in the UAE. I then had to move home to Australia. And since then, I have had a nightmare of a time trying to ensure our business is doing the right thing in 2 countries.  In the beginning we were a 2 member LLC (owned by my husband and I) and we used the treaty to filter our tax to Australia. HOWEVER, the accountant put on our 1040NR that we have no ECIT or PE. Which another accountant is saying is wrong and we do have ECIT & PE.  We were recommended to reduce our tax in Australia by changing the LLC to be owned by an Australian company (single member).I seeked advice from over half a dozen accountants who said this was fine. Then 1 said no, this causes the business to then be taxed at the Ccorp rate of 21% or Branch level of 30%. Of which we would not get a tax treaty exempt for and have to pay US tax. And if we change to a single member LLC, we also need a new EIN?  Our business being in supplements,  we have to have US insurance to sell in the US. So we have a PO BOX address, we use a 3pl to house the inventory,  we also get a few items made in the US using a 3rd party manufacturer.  We send them raw materials and they make it for us. They are not in the state we are incorporated in. The main office of operations is in Australia.We have no one physically in the US working for us. Mostly our business is a Amazon online sales business.   We also have a US bank- though we really do not need to. Its just easier to receive funds.  I need CORRECT advice on what to do. How should we be getting taxed, should we be paying tax in the US and getting a treaty OR have the tax paid in Australia? Which documents do we lodge? Do we have ECIT and PE? Do I need to change my EIN if I become a single member?  We wanted to reduce our tax, as the business is growing 50-100% per year and we soon will trigger high Australian tax brackets.  |$195.00|Less than 30 hrs/week|Less than a month||/American Bar Association State Licensing,New Hampshire Bar Association/Other,International Taxation,Tax Law|$130.00||United States Rochester|5.00|https://www.upwork.com/jobs/~01747f87e613d368b1
0|1258|Tax Opinion Letter (Multiple Industries)|I'm in search of an attorney, paralegal, CPA, or EA who can assist with the drafting of tax opinion letters for our CPA firm.  Our sole focus is Employee Retention Tax Credits. That is literally all that we do.  Without getting too much into the weeds in this job description, we have clients in certain industries that most certainly for these credits because a government mandate caused a full or partial suspension of their operations.  The easiest examples of this are restaurants. Every restaurant in the country had indoor dining restrictions during the pandemic. And until they were opened back up with 100% indoor dining capacity, they qualified.  However, there are more nuanced cases where more interpretation is required.  Our CPA's understand these credits well enough to arrive at an opinion of substantial authority. However, we lack the experience of writing tax opinion letters.  This is a unique case given that these credits are relatively new and there is currently no case law, no precedent, no audits have been undertaken on any of this. All we have is the legislation and tax code, FAQ's, and three Notices that provide additional guidance and more FAQ's.  For the astute researcher, you may find drafts or committee minutes that further support the intention of the legislators when they passed this program as part of the CARES Act, and the three subsequent bills that solidify the current program.  If you know nothing about Employee Retention Credits but you are experienced with drafting tax opinion letters, then this could be a great fit for you still.  You will not be signing your name to these letters. You will be operating under the supervision of our chief CPA and he will ultimately take ownership of this opinion.  Again, we can guide/coach you through the research that will form the basis of your opinion, but you will still need to sift through the material and structure the memo in such a way as to be compliant with the latest Circular 230 rules.  My thought is that we will likely have a separate memo for each of a few industries, and those memos could vary by state - depending on whether the government mandates are more federal or state authority.  The facts of the case could also be different for each client whereby the client is asked a series of questions about their operations which further supports our eventual opinion as to their qualifying dates.  I look forward to discussing the scope of this project with a professional and this could be the start of a beautiful partnership over the next couple of years.|$225.00||||Tax Law,CPA,Legal,US Taxation|$825.00||United States Austin|5.00|https://www.upwork.com/jobs/~01eaa54b5f7b91b46b
0|1258|Single member LLC with owner outside US - consulting on entity election and tax strategy|"I am the sole member of a Wyoming LLC, and am seeking advice how to best manage tax for the LLC and myself, in both the US and Japan. I’m a US citizen living continuously in Japan for about 6 years. I am especially concerned about the mismatch in tax treatment between the US vs Japan as Japan does not have disregarded entities.  Desired output for this project: 1) 30 minute phone consultation 2) Some email follow-up to clarify and record the main points of our discussion.  My current situation: 1) The LLC currently has disregarded entity status with the IRS. 2) The LLC holds shares in various startups which will hopefully realize some capital gains, so the revenue may be volatile year-to-year. I am expecting around $40K revenue this year in the LLC for example, but probably close to zero revenue in 2024 for example. 3) As Japan does not have disregarded entities, it seems there may be a mismatch between LLC taxation in the US and a potential scenario for double taxation without relief. While any Japan-specific experience you may have is appreciated, general experience on the issue of ""mismatched"" status in the US and overseas is what I am after. 4) I have been considering C Corp election as a preventive measure for item #3 above and would appreciate perspective on how effective that would be, pros and cons of a single owner C Corp, with myself as a part-time employee living outside the US, any pitfalls to be aware of, etc.  Or, alternate strategies to avoid this issue."|$195.00|Less than 30 hrs/week|Less than a month|Intermediate|International Taxation,US Taxation,Limited Liability Company,C-Corporation|$227.50||United States Garden City|5.00|https://www.upwork.com/jobs/~01fc4d528a283e252e
0|1258|Tax and Legal Consulting for CFC Status|Looking for consultation on whether Controlled Foreign Corporation (CFC) status would be applicable to a company being set up in a free zone in the UAE. Early stage tech startup with multinational founders and investors currently more than 50% owned by US persons but possible to change before end of year. Just need help understanding how CFC is defined and applied in our specific situation plus how it might change as share ownership changes.|$245.00|Less than 30 hrs/week|1 to 3 months|Intermediate|/Tax Law Type,Corporate Tax/Other,Tax Law,International Business,International Taxation,Legal,Legal Consulting|$245.00|5.0|United States Alpharetta|5.00|https://www.upwork.com/jobs/~01d65a37956cb99c8a
0|1258|Locate and IRS ruling|"We are a charity in the State of Connecticut. We sponsor a raffle. Our State law says that: ""Sec. 7-177a. Cash prizes permitted. Special checking account. (a) Any sponsoring organization with a “Class No. 1”, “Class No. 2”, or “Class No. 4” permit that is qualified to conduct a raffle under section 7-172 or 7-185a may conduct a frog-race, duck-race or traditional raffle and may award cash prizes to participants in such a raffle in addition to those prizes authorized under section 7-177.""  We don't give cash prizes. We give American Express gift cards ""not redeemable for cash"".  We have an accountant that does not understand the difference. I need information from the IRS that dictates that gift cards (closed-loop pre-pad access) are not ""cash""."|$245.00|Less than 30 hrs/week|Less than a month||Accounting,Researcher,Tax Preparation,Tax Law,Tax Return,Legal|$571.66|5.0|United States Greenwich|5.00|https://www.upwork.com/jobs/~0143a984dfabd6b9dd
0|1258|Tax lawyer and prep sepcialist|need help organizing tax documents for 2021-2022. Also looking for someone who knows tax law in and out and can be an advocate or offer assistance in a prior settlement.|$195.00|Less than 30 hrs/week|1 to 3 months||/American Bar Association State Licensing,Arkansas Bar Association/Other,Tax Preparation,Tax Law,Accounting,Corporate Tax,CPA|$162.50|4.7|United States Jonesboro|4.70|https://www.upwork.com/jobs/~0179b16a4970e8565a
0|636|Pitch Deck Hospitality|Need pitch deck for multiple restaurant concepts and other business lines|||||Google Slides,Business Presentation,Marketing Presentation,Branding Template,Data Visualization,Presentation Design,Presentations,Graphic Design,Infographic,Adobe InDesign,Adobe Illustrator,Adobe Photoshop,Microsoft PowerPoint,Pitch Deck,Financial Presentation,Brochure|$250.00|5.0|United States Franklin|5.00|https://www.upwork.com/jobs/~01c6234dc7db166043
0|834|Brand Development & Brand Positioning Strategy for an Entrepreneurs club|We are looking for a brand strategist to help with our project.  We have been working on a project to create a global private club/community for entrepreneurs globally. A good example would be Entrepreneurs' Organization https://hub.eonetwork.org/ or YPO https://www.ypo.org/ but for the mass market. We have quite a bit of niches/topics that we’re engaging and also services we’re offering within the community for members and we’re looking for a way to combine them all into a brand and marketing strategy so that we have a clear  Also, we need help with brand development and positioning specifically Brand Voice, personality, and positioning. We also need help with crafting our mission/vision/value statements, and brand story.  Please share with us if you have relevant experience and how you can help us! We look forward to working with you.||Less than 30 hrs/week|1 to 3 months||/Brand Strategy Skills,Brand Consulting/Other,Branding,Brand Positioning,Mission Statement,Corporate Branding,Marketing Strategy,Storytelling,Brand Guidelines,Brand Research|$3,800.00||Singapore Singapore|4.70|https://www.upwork.com/jobs/~01cafdf941621ad714
0|834|Branding Expert to help me take my brand to the next level|I have been running a photography agency in a very specific niche for the past 3 years. My brand is very simple, and I would like to take it to the next level and increase the conversion rate of my website and marketing efforts by having a more engaging brand, voice and story that speaks to my target audience. I am looking for a consultant to help me come up with a concept and create specific wording to convert my website visitors into sales.  I am looking for someone to have one-hour calls with here and there where you give me tips on what I can improve.||Less than 30 hrs/week|Less than a month||/Brand Strategy Skills,Copywriting,Advertising Strategy,Brand Consulting/Other,Branding,Brand Positioning,Corporate Branding,Brand Guidelines,Storytelling,Marketing Strategy|$200.00||Germany Berlin|5.00|https://www.upwork.com/jobs/~013bac3c7f45a2cb07
0|834|Brand Strategy|- Buyer persona(s) - Competitive analysis - Value proposition (unique selling point) - Positioning, mission, and vision statements - Brand values - Brand archetype - Brand voice characteristics - Includes 1 discovery meetings and 1 round of review|||||Branding|$2,000.00||Singapore Singapore|5.00|https://www.upwork.com/jobs/~01b9d0e4e2a9f8600d
0|834|Branding expert needed for a brand diagnostic and recommendations|"Hi everyone,  I have a 5 months old online store where I sell inspirational cards and other paper goods.  In my original concept, stationery would be the middle, not the end ""product."" People love the story behind the business when I tell them. But when potential customers come spontaneously to my store, they don't get it because it's simply not there. And, of course, they don't buy the cards.  You are a branding expert. Have you seen this film before? I assume you have.  What I know: I'm focusing on selling cards, in a very competitive market, against well-structured brands. And I'm not communicating what my brand is.  What I don't know: what I have to do to change that.  I want to prepare my business for growth and do it right, starting with my brand. Currently, I'm looking for help for phase 1, diagnostic and recommendations, to have a clear strategy for phase 2, implementation.  If you apply for this job, please let me know when you could start and, if possible, an idea of how long you would take to deliver a diagnostic and recommendations.  Please let me know if you need any additional information.  I'm looking forward to meeting you!"||Less than 30 hrs/week|1 to 3 months||/Brand Strategy Skills,Brand Consulting,Brand Development,Branding,Corporate Branding,Marketing Strategy/Brand Strategy Deliverables,Brand Research/Other,Brand Positioning,Brand Guidelines,Corporate Brand Identity,Business Writing,Business Coaching,Brand Management,Social Media Marketing,Content Writing,Digital Marketing,Digital Strategy|$2,000.00||United States New York|5.00|https://www.upwork.com/jobs/~0184aebda4317fb158
0|834|Need to create a brand for digital marketing firm|Hi there,  I'm looking for someone to help create a brand that stands out for my digital marketing company. I have a logo and name, which I'll share with you upon accepting your proposal / contract. I specialize in creating digital marketing campaigns and tracking ROI - I typically work with start-ups that have funding or more established entities (I only want to take on clients that have $3,000/mo + budget). I start by listening to what the client wants to achieve, I then create a strategy that includes email, sms, seo,  smm, and/or ppc marketing to achieve that goal. I am NOT a graphic designer, web developer, or copywriter. I worked as an auditor so my focus is strategy and data.  I need help portraying to my prospects and clients that the company is small but powerful, trustworthy, hands on, and results driven... I created this job posting because i'm working with website development firms to create my website and struggling to explain the brand / company image that I want to portray. How can you help?|||Less than a month||/Brand Strategy Skills,Brand Identity Design,Brand Development,Brand Consulting,Branding,Storytelling/Brand Strategy Deliverables,Brand Guidelines,Brand Research,Persona Development,Brand Positioning|$850.00|5.0|United States North Port|5.00|https://www.upwork.com/jobs/~010c709d93fc8d0cc9
0|834|Corporate Branding / Storytelling|We are a small business taking on a variety of projects and contracts. We serve several industries and are looking to craft our corporate identity and story in order to define how we market ourselves to customers and potential customers.  Areas of interest: - Corporate story (for website and direction on social media content) - Project stories (capturing our past work for bid documents, website and social media) - People stories (capturing our personal stories for social media)|$50.00|Less than 30 hrs/week|1 to 3 months||/Brand Strategy Skills,Branding,Corporate Branding,Storytelling/Brand Strategy Deliverables,Brand Positioning/Other,Business Writing,Business Analysis,Creative Writing,Copywriting|$1,241.67|5.0|United States La Mirada|5.00|https://www.upwork.com/jobs/~01128652e9c8f829b1
