job_id,hourly_rate,freelancer_id,weekly_hours_needed,project_length,skills_required,earnings,feedback_for_freelancer,client_location
1008,,1473,0,0,"['GDPR', 'Privacy Law', 'Corporate Law', 'Data Protection Act', 'Legal Drafting', 'Contract Law', 'Policy Writing', 'Legal Consulting', 'Privacy Policy', 'Terms & Conditions', 'Contract Drafting', 'California Consumer Privacy Act', 'Legal Writing', 'Data Privacy', 'Legal Agreement']",812.51,5.0,North America
1009,$45.00,966,1,2,['Notion'],1282.5,3.0,North America
1010,,1367,2,0,"['Arabic', 'Hebrew']",70.0,3.0,North America
1011,,84,0,0,"['Article Writing', 'Content Writing', 'Article', 'Writing', 'Copywriting', 'English', 'US English Dialect']",1199.0,5.0,Europe
1013,$10.00,374,0,0,"['Writing', 'Website Copywriting', 'English']",110.0,5.0,Asia
1014,,619,2,0,"['Video Editing', 'Video Post-Editing', 'Videography', 'Video Production']",400.0,3.0,North America
1015,$110.00,84,0,0,"['Fact-Checking', 'Researcher', 'Blog Writing', 'Science', 'Biotechnology', 'Genetics', 'Biology', 'Healthcare IT', 'Proofreading']",971.67,5.0,North America
1016,,447,0,0,"['Brand Identity & Guidelines', 'Business Card Design', 'Logo Animation', 'Print Marketing Materials', 'Graphic Design', 'Adobe Photoshop', 'Logo Design', 'Adobe Illustrator', 'Business Card', 'Brand Positioning', 'Brand Identity Design', 'Logo Transparency', 'Web Design', 'Corporate Brand Identity', 'Corporate Branding']",812.51,5.0,North America
1017,,359,2,0,"['Ghostwriting Genres', 'Nonfiction', 'Ghostwriting Topics', 'Education', 'Written Languages', 'English', 'Other', 'Ghostwriting', 'Ebook Writing']",812.51,5.0,North America
1018,,72,2,0,"['Ghostwriting', 'English', 'Book Writing', 'Ebook Writing']",1500.0,5.0,North America
1019,,1023,2,0,"['Illustration Type', '2D Illustration', 'Illustration Deliverables', 'Concept Artistry', 'Character Design', 'Illustration Software', 'Sketch', 'Illustration Style', 'Realistic', 'Other', 'Comics']",625.0,5.0,North America
1021,,413,2,0,"['Video Editing', 'Adobe After Effects']",2350.0,5.0,Europe
1022,,1816,2,0,"['Paralegal Skills', 'Legal Research', 'Other', 'legal writer']",160.0,5.0,North America
1023,,231,2,0,['Administrative Support'],150.0,4.7,Oceania
1024,$20.00,47,0,1,"['Devices', 'Personal Computer', 'Game Art Skills', 'Animation', 'Concept Artistry', 'Game Deliverables', 'Character Design', 'Animated Environment', 'Game Asset', 'Game Dimension', '2D Game Art', 'Game Genres', 'Puzzle', 'Game Style', 'Minimalist', 'Cartoon Art']",8553.33,3.0,Europe
1025,$10.00,1392,0,1,"['Business & Proposal Writing Services', 'Business Writing', 'Business & Proposal Writing Deliverables', 'Business Plan', 'Other', 'Real Estate', 'English']",151.67,3.0,North America
1026,$40.00,859,0,0,"['Colorful Style', 'Acrylic Painting', 'Textured painting', 'floral landscape']",2060.0,5.0,North America
1027,,113,0,0,"['Deep Learning Skills', 'Supervised Learning', 'Other', 'Machine Learning', 'Neural Network', 'Data Science', 'Artificial Neural Network', 'TensorFlow', 'Keras', 'Python', 'Deep Learning']",812.51,4.3,Europe
1028,,659,2,0,"['AR', 'VR Development Deliverables', 'AR & VR', 'App Features', 'Augmented Reality', 'Other', 'Web Development']",812.51,3.0,North America
1029,,105,0,0,"['Public Relations Services', 'Media Pitch', 'Media Relations', 'Social Media Marketing', 'Press Release', 'Press Distribution', 'Business Size', 'Business with 1-9 Employees', 'Business with 10-99 Employees', 'Other', 'Corporate Brand Identity', 'Brand Management', 'Corporate Strategy', 'B2C Marketing']",1500.03,5.0,North America
1030,$50.00,617,0,1,"['Grant Writing Services', 'Grant Research & Prospect List', 'Grant Funding Areas', 'Education', 'Other', 'Grant Writing', 'Grant Application', 'English', 'Researcher', 'Writing', 'Content Writing', 'Budget Proposal', 'Business Plan']",283.33,5.0,North America
1031,,113,0,0,"['Deep Learning Skills', 'Supervised Learning', 'Other', 'Machine Learning', 'Neural Network', 'Data Science', 'Artificial Neural Network', 'TensorFlow', 'Keras', 'Python', 'Deep Learning']",812.51,5.0,Europe
1032,,77,2,0,"['Information Security Deliverables', 'Information Security', 'Other', 'Cryptography', 'ctf', 'Python']",100.0,5.0,Asia
1033,,1456,2,0,"['SEO Keyword Research', 'Search Engine Optimization', 'Organic Traffic Growth']",40.0,5.0,Asia
1034,,587,2,0,"['Customer & Tech Support Services', 'Complaint Management', 'Email Support', 'Online Chat Support', 'Other', 'HubSpot', 'Customer Relationship Management', 'CRM Software', 'Marketing Automation']",812.51,4.6,North America
1035,$39.00,558,2,3,"['Editorial Design Skills', 'Print Design', 'Editorial Design Software', 'Adobe Photoshop', 'Adobe Illustrator', 'Other', 'Web Design', 'Graphic Design']",1760.16,5.0,North America
1036,$45.00,558,2,0,"['Editorial Design Software', 'Adobe Photoshop', 'Adobe Illustrator', 'Adobe InDesign', 'Editorial Design Skills', 'Print Design', 'Other', 'Graphic Design']",255.0,5.0,North America
1038,,1010,2,0,"['Researcher', 'Academic Writing', 'Writing', 'Research Papers', 'Academic Research']",10.0,5.0,Africa
1039,,228,2,0,"['Creative Writing', 'Ghostwriting', 'Writing', 'Fiction Writing', 'Fantasy', 'Book Writing', 'Novel', 'Storytelling']",812.51,5.0,North America
1040,,1512,2,0,"['Intellectual Property Law Skills', 'Patent', 'Trademark', 'Other', 'Trademark Consulting', 'Intellectual Property Law', 'Trademark Search', 'Trademark Prosecution', 'Corporate Law', 'Drafting', 'Legal Consulting', 'Copyright', 'Legal Writing', 'Health & Fitness', 'Business Services', 'Legal', 'Consumer Goods']",3600.0,5.0,North America
1041,,236,0,1,"['Brand Identity & Guidelines', 'Graphic Design', 'Print Design', 'Adobe Illustrator', 'Adobe Photoshop', 'Web Design', 'Illustration']",2030.0,5.0,North America
1042,$85.00,1459,0,0,"['American Bar Association State Licensing', 'Wyoming State Bar']",989.16,3.0,North America
1043,,1392,2,0,"['Written Languages', 'English', 'Other', 'Business Writing', 'Business Plan', 'Business Analysis']",175.0,5.0,Europe
1044,$25.00,497,0,1,"['Writing', 'Grant Application', 'Editor', 'Proofreading', 'Grant Writing', 'Organizational Design & Effectiveness', 'Strategic Plan', 'Grant Documentation']",104.17,3.0,North America
1045,,1247,2,0,"['Academic Writing', 'Tutoring', 'Essay Writing', 'English', 'Research Papers', 'Mathematics', 'Computer Science']",50.0,5.0,Asia
1046,$7.00,472,2,1,"['Researcher', 'Data Scraping']",362.84,5.0,South America
1048,$10.00,317,1,3,"['Virtual Assistant', 'Customer Service', 'Scheduling', 'Data Entry']",3096.67,3.0,North America
1050,,859,2,0,"['Analog Art Types', 'Painting', 'Other', 'Graphic Design', 'Illustration', 'Print Design', 'Contemporary Style', 'Adobe Photoshop', 'Adobe Illustrator', 'Layout Design', 'Mural']",80.0,5.0,North America
1051,,327,2,2,"['Intellectual Property Law Skills', 'Trademark', 'Other', 'Trademark Search', 'Trademark Consulting', 'Business Services', 'Legal']",812.51,5.0,Europe
1052,,1294,2,0,['Malware'],110.0,5.0,North America
1053,,142,1,3,"['Sales & Business Development Services', 'Business Planning & Strategy', 'Partnership Development', 'Market Research', 'Sales Development', 'Other', 'Lead Generation', 'Sales', 'Marketing Strategy', 'Virtual Assistant', 'Communications', 'Social Media Marketing']",15.0,5.0,Asia
1054,,1047,2,0,"['Requirement Analysis', 'Business Analysis', 'User Stories']",75.0,5.0,North America
1055,,1512,2,0,"['Intellectual Property Law Skills', 'Patent', 'Trademark', 'Other', 'Intellectual Property Law', 'Patent Law', 'Trademark Consulting', 'Copyright', 'Legal Consulting', 'Trademark Search', 'Legal', 'Business Services']",3700.0,5.0,North America
1056,,936,0,0,"['Financial Analysis', 'Financial Planning', 'Financial Modeling', 'Financial Accounting']",85.0,3.0,North America
1058,$10.00,1717,2,2,"['Search Engine Optimization', 'Social Media Marketing', 'Search Engine Marketing', 'Google Ads', 'Digital Marketing', 'Shopify', 'Administrative Support', 'SEO Keyword Research', 'Virtual Assistant', 'Social Media Management', 'Marketing Strategy', 'Facebook']",1846.67,5.0,North America
1059,,105,2,0,"['Public Relations Services', 'Media Relations', 'Press Distribution', 'Press Release']",5.0,3.0,Europe
1060,$85.00,1358,0,0,"['Information Security Deliverables', 'Security Policies & Procedures Documentation', 'Information Security Consultation', 'Business Size', 'Business with 100-999 Employees', 'Business with 10-99 Employees', 'Business with 1-9 Employees', 'Other', 'Startup Company', 'Education']",297.5,5.0,Europe
1061,,485,2,0,"['C#', 'pinescript', 'NinjaTrader', 'Trading Strategy']",812.51,3.0,Europe
1062,$200.00,1659,0,0,"['Financial Management', 'CFO Deliverables', 'Company Valuation', 'Other', 'Price & Quote Negotiation']",1000.0,5.0,North America
1063,,683,2,0,"['Scripting & Automation Deliverables', 'Automation', 'Scripting & Automation Skills', 'Google Apps Script', 'Other', 'Node.js', 'JavaScript']",100.0,4.0,North America
1065,$35.00,975,2,1,"['Business & Proposal Writing Services', 'Business Writing', 'Business & Proposal Writing Deliverables', 'Article', 'Letter', 'Blog Content', 'Other', 'Market Research', 'Finance & Accounting', 'English', 'French']",280.0,5.0,Europe
1066,,485,2,0,"['NinjaTrader', 'MQL 5']",812.51,3.0,Europe
1067,$25.00,990,0,0,['Office 365'],195.84,3.0,North America
1068,$9.00,1184,0,2,"['Administrative Support', 'Communication Etiquette', 'Following Procedures', 'Stripe', 'English']",366.0,4.7,North America
1069,,996,2,0,['Data Collection'],300.0,3.0,Europe
1070,$30.00,1419,2,0,"['WordPress', 'Web Design', 'Graphic Design']",300.0,5.0,Europe
1071,,649,2,0,"['Financial Analysis & Modeling Skills', 'Financial Analysis', 'Forecasting', 'Accounting Principles & Practices', 'Financial Modeling', 'Financial Analysis & Modeling Deliverables', 'Business Plan', 'Company Valuation', 'Financial Planning', 'Financial Projection']",40.0,5.0,Europe
1072,$15.00,509,0,0,"['Freestyle Drawing', 'Cartoon Art', 'Digital Illustration', 'Drawing']",57.5,5.0,Oceania
1073,,1659,0,0,['Pricing Strategy Consulting'],500.0,5.0,North America
1075,,1120,2,0,"['Creative Writing Deliverables', 'Blog Content', 'Other', 'Creative Writing', 'Content Writing']",285.0,5.0,Asia
1078,$150.00,1659,2,0,"['Financial Analysis & Modeling Skills', 'Financial Modeling', 'Forecasting', 'Financial Analysis', 'Microsoft Excel', 'Financial Analysis & Modeling Deliverables', 'Pro Forma Statement', 'Other', 'Financial Modeling']",1950.0,5.0,North America
1080,,1370,1,2,"['YouTube', 'YouTube Marketing', 'YouTube Development', 'Social Media Marketing', 'Social Media Management']",10.0,5.0,Europe
1081,,9,2,0,"['Data Visualization Deliverables', 'Dashboard', 'Data Visualization Languages', 'Python', 'Other', 'JavaScript', 'Leaflet', 'HTML5', 'GeoJSON']",2100.0,5.0,Africa
1082,,1592,2,0,"['Product Management Skills', 'Data Analysis', 'Other', 'Product Management', 'Strategy', 'Writing', 'Case Studies']",50.0,4.85,North America
1083,,1443,2,0,"['JavaScript', 'Next.js', 'React']",550.0,5.0,Europe
1084,,764,2,0,"['Google Apps Script', 'Google APIs', 'Google Docs']",210.0,5.0,North America
1086,,228,0,0,"['Creative Writing', 'English', 'Fiction', 'Romance']",812.51,5.0,North America
1090,$39.99,1120,0,0,"['Writing', 'Letter Writing', 'Newsletter Writing', 'Business Correspondence', 'Event Management', 'Corporate Event Planning', 'Data Entry', 'Email Marketing', 'General Transcription', 'Press Release']",39.99,3.0,North America
1092,$50.00,713,0,1,"['General Translation Deliverables', 'Email Communication', 'Other', 'English', 'Korean', 'Translation', 'Live Interpretation', 'Korean to English Translation', 'English to Korean Translation', 'Documentation', 'General Transcription', 'Proofreading']",391.67,5.0,North America
1095,,1637,2,0,"['Data Extraction Tools', 'Selenium', 'Data Extraction Deliverables', 'Data Scraping', 'Data Extraction Programming Languages', 'PHP', 'Other', 'Data Scraping', 'jQuery', 'Data Extraction', 'ETL', 'Symfony', 'PHP', 'msyql']",50.0,5.0,North America
1096,,692,0,0,"['Compliance Skills', 'SaaS', 'Compliance Deliverables', 'Risk Assessment', 'Other', 'Information Security', 'Security Policies & Procedures Documentation']",150.0,5.0,Europe
1097,$30.00,434,0,1,"['Gaming', 'Mobile App', 'B2C Marketing', 'Fashion & Beauty', 'Finance & Accounting', 'Food & Beverage', 'Health & Fitness', 'Media & Entertainment', 'Nonprofit Organization', 'Real Estate', 'Retail', 'SaaS', 'Business with 1-9 Employees', 'Business with 1000+ Employees', 'Fortune 500 Company', 'Startup Company', 'Consumer Goods']",3745.0,3.0,North America
1098,$7.00,1717,1,3,"['Virtual Assistance Focus', 'Executive Support', 'Personal Administration', 'Virtual Assistance', 'General Virtual Assistance Skills', 'Data Entry', 'Email Communication', 'File Maintenance', 'File Management', 'General Virtual Assistance Services', 'Scheduling', 'Form Completion', 'Presentations', 'Other', 'Communications']",35.0,5.0,North America
1100,,413,0,0,"['Explainer Video', 'Motion Graphics', 'Videography', 'Video Production', 'Video Editing', 'Animation']",1120.0,3.0,Europe
1101,,1804,2,0,"['International Law Skills', 'International Distribution Agreement', 'Other', 'Nonprofit Organization']",275.0,2.6,Asia
1103,,1514,2,0,"['Sales & Business Development Services', 'Competitive Analysis', 'Business Planning & Strategy', 'Sales Development', 'Partnership Development', 'Sales Management', 'Other', 'Business Development', 'Sales', 'Relationship Management', 'Market Research', 'Lead Generation', 'Retail', 'B2C Marketing', 'B2B Marketing', 'Consumer Goods']",812.51,5.0,Europe
1104,,23,2,0,['Immigration Law'],125.0,5.0,Asia
1105,,85,0,0,"['Content Editing', 'APA Formatting', 'Academic Editing', 'LaTeX', 'Copy Editing', 'Grammar', 'Editing & Proofreading', 'Academic Proofreading', 'Content Rewriting', 'Fact-Checking', 'Formatting', 'English', 'Grammar & Syntax Review', 'Voice & Tone Consistency', 'Proofreading']",100.0,5.0,Europe
1106,,1269,2,0,['Legal'],645.0,5.0,North America
1108,,1011,0,0,"['B Testing', 'Landing Page', 'Conversion Rate Optimization']",70.0,5.0,Europe
1109,$7.00,472,2,1,"['Researcher', 'Data Scraping']",245.0,5.0,South America
1111,$15.00,1440,0,2,"['Instagram Story', 'Instagram', 'Social Media Advertising']",120.0,4.0,Asia
1112,$75.00,237,0,0,"['Business Plan', 'Business Analysis', 'Business Writing', 'Business Consulting', 'Change Management', 'Academic Writing', 'Academic Proofreading', 'Book Writing', 'Startup Consulting', 'Financial Analysis', 'Market Research']",1500.0,3.0,North America
1113,,1234,2,0,"['English to Vietnamese Translation', 'Gardening']",30.0,5.0,Europe
1114,$25.00,1342,0,0,"['Network Administration Skills', 'Virtualization', 'Other', 'Office 365', 'Windows Administration', 'Software Licensing']",812.51,5.0,Europe
1117,,726,2,0,['SendGrid'],130.0,3.0,North America
1118,,740,2,0,"['Google Chrome Extension', 'HTML', 'Web Development', 'API', 'JavaScript']",200.0,5.0,North America
1120,$107.00,1824,0,1,"['Google Ads', 'Pay Per Click Advertising', 'Search Engine Marketing', 'Bing Ads', 'Marketing Strategy', 'Display Ad', 'YouTube Marketing', 'Google Shopping', 'Facebook Advertising', 'PPC Marketing']",14070.51,3.0,North America
1121,,1636,2,0,"['SEO Services', 'SEO Keyword Research', 'Content SEO', 'SEO Tools', 'Google Analytics', 'Google Search Console', 'SEMrush', 'Google Ads', 'Other', 'SEO Writing', 'Content Writing', 'Search Engine Optimization', 'Gaming', 'Business with 1-9 Employees', 'B2B Marketing']",525.0,5.0,Europe
1122,$49.00,558,0,0,"['Editorial Design Software', 'Adobe Illustrator', 'Editorial Design Skills', 'Print Design', 'Other', 'Computer Graphics', 'Illustration', 'Graphic Design']",212.33,5.0,North America
1123,$60.00,514,0,1,"['Scrum', 'Agile Project Management', 'Agile Software Development', 'Product Management', 'Jira']",3270.0,5.0,North America
1125,$40.00,433,0,0,"['3D Animation', 'Graphic Design', 'Animation', 'Motion Graphics']",3200.01,5.0,Europe
1126,,485,0,1,"['Scripting & Automation Deliverables', 'Automation', 'Other', 'NinjaTrader', 'C++', 'C#']",812.51,3.0,Europe
1127,$15.00,5,0,0,"['Zendesk', 'Web Development']",1002.5,5.0,Asia
1128,,1727,2,0,"['Photography', 'Videography', 'Photo Editing', 'Product Photography', 'Video Production']",300.0,3.0,North America
1129,,927,0,0,"['Database Development Deliverables', 'Query Tuning', 'Other', 'Python', 'SQL', 'BigQuery']",812.51,5.0,Europe
1130,,450,2,0,['English to Chinese Translation'],100.0,5.0,Europe
1131,,84,0,0,"['Content Writing', 'Article Writing', 'English', 'Academic Writing']",450.0,5.0,Europe
1132,$90.00,683,0,1,"['Scripting & Automation Deliverables', 'Automation', 'Data Extraction', 'Platform Expertise', 'Google Apps Script', 'Other', 'Google Sheets', 'Intuit QuickBooks', 'Bookkeeping', 'Accounting Basics']",2910.0,5.0,North America
1133,,657,2,0,"['Photography', 'Architectural Photography']",500.0,5.0,North America
1134,,150,2,0,"['Copywriting Services', 'Content Writing', 'Copywriting', 'Search Engine Optimization', 'Researcher', 'Editing & Proofreading', 'Content Marketing Strategy', 'Copywriting Deliverables', 'Blog Content', 'Article', 'Headline', 'Other', 'Article Writing', 'Blog Writing', 'SEO Writing', 'Tech & IT', 'Design Writing', 'Software', 'English']",812.51,5.0,North America
1136,,1011,2,0,"['B Testing', 'Landing Page', 'Google Analytics', 'Conversion Rate Optimization']",200.0,5.0,North America
1137,,881,2,0,"['Email Marketing Services', 'Campaign Management', 'Email Automation', 'Email Campaign Setup', 'Email Copywriting', 'Email Design', 'Email Marketing', 'Email Marketing Strategy', 'Other', 'Social Media Marketing', 'Marketing Strategy', 'Lead Generation']",812.51,4.4,North America
1139,$225.00,1258,2,0,"['Tax Law', 'CPA', 'Legal', 'US Taxation']",825.0,3.0,North America
1141,,1234,2,0,"['Legal Translation', 'English to Vietnamese Translation', 'Proofreading']",40.0,5.0,Asia
1142,,72,0,2,"['Writing', 'Beta Reading', 'Editor', 'Creative Writing', 'English']",500.0,5.0,North America
1143,,1272,0,0,"['Xero', 'Microsoft Word', 'QuickBooks Online', 'Intuit QuickBooks', 'Account Reconciliation', 'Bank Reconciliation', 'Accounting Software', 'Financial Accounting', 'Bookkeeping', 'Accounts Payable', 'Accounts Receivable', 'Payroll Accounting', 'Accounting', 'Microsoft Excel', 'Quickbooks', 'Chart of Accounts']",812.51,4.8,Europe
1147,,617,2,0,"['Grant Writing', 'Grant Application', 'Grant Research & Prospect List', 'Business Plan', 'Small Business Administration']",3800.0,5.0,North America
1148,,1047,2,0,"['Requirement Analysis', 'Business Process Modeling', 'Business Analysis', 'Business Process Reengineering']",350.0,5.0,North America
1149,,1885,0,1,"['Legal Consulting', 'Contract Law', 'Corporate Law', 'Intellectual Property Law', 'business law', 'Trademark', 'Legal']",812.51,3.0,Oceania
1150,$15.00,1440,0,1,"['Digital Marketing Services', 'Campaign Management', 'Campaign Optimization', 'Marketing Analytics', 'Campaign Setup', 'Digital Marketing Strategy', 'Marketing Management', 'Media Buying', 'Media Planning', 'Pixel Setup & Optimization', 'Retargeting', 'Other', 'Ad Server', 'Digital Marketing', 'Internet Marketing', 'ppv', 'Gambling', 'igaming', 'binom', 'propellerads', 'Push Notifications', 'Native App Development', 'Native Advertising', 'cpv lab', 'voluum', 'Affiliate Marketing', 'afflift', 'stackthatmoney', 'A', 'B Testing', 'bemob', 'Gaming', 'Conversion Rate Optimization', 'Desktop Ad', 'B2C Marketing', 'Finance & Accounting']",157.5,5.0,Other
1151,$35.00,77,0,0,"['Microsoft Azure', 'Kubernetes', 'Docker']",175.0,5.0,South America
1152,,361,2,0,"['Operating Systems', 'Ubuntu', 'Linux', 'Network Administration Deliverables', 'Network Security', 'Other', 'Computing & Networking']",50.0,5.0,North America
1153,,881,2,0,"['Email Marketing Tools', 'MailerLite', 'Other', 'Email Campaign Setup', 'Email Communication', 'Email Marketing']",812.51,5.0,North America
1154,,1885,2,0,"['Content Writing Services', 'Content Writing', 'Researcher']",812.51,5.0,Oceania
1156,$60.00,975,0,1,"['Technical Writing Topics', 'Energy', 'Energy & Utilities', 'Other', 'Article Writing', 'LinkedIn', 'Writing', 'Researcher', 'English', 'Security Analysis', 'renewable']",150.0,5.0,Europe
1157,,23,0,0,['Immigration Law'],125.0,5.0,North America
1158,$24.00,72,0,1,"['Copy Editing Services', 'Copy Editing', 'Fact-Checking', 'Other', 'Blog Content', 'English', 'Copywriting', 'Content Writing', 'Blog Writing']",184.0,5.0,North America
1159,$60.00,564,0,0,"['Graphic Design', 'User Interface Design', 'Website Prototyping', 'Adobe Photoshop', 'UX & UI', 'Figma', 'Divi', 'WordPress', 'Mobile App Design', 'Blockchain', 'SaaS', 'HTML', 'CSS 3']",4560.0,4.8,North America
1160,$85.00,1358,0,1,"['Compliance Deliverables', 'Compliance Consultation', 'Compliance Frameworks', 'GDPR', 'Compliance Skills', 'Data Privacy', 'Data Protection', 'Business Size', 'Business with 10-99 Employees']",1119.17,5.0,North America
1161,,1456,2,0,['Content Strategy'],35.0,5.0,Asia
1163,,353,2,0,"['2D Animation', 'Animation', 'Adobe After Effects', 'Adobe Character Animator', 'Adobe Animate', 'Character Animation', 'Explainer Video', 'Motion Graphics', 'Video Production', 'Video Commercial']",120.0,5.0,Europe
1164,$45.00,1038,0,2,"['Copywriting Services', 'Copywriting', 'Editing & Proofreading', 'Content Writing', 'Copywriting Deliverables', 'Ad Copy', 'Landing Page', 'Article', 'Website Content', 'Product Description', 'Email Communication', 'Other', 'Article Writing', 'Blog Writing', 'Sales Letter', 'Sales Writing', 'English', 'US English Dialect']",3067.5,5.0,Asia
1165,,361,2,0,"['Operating Systems', 'CentOS', 'Linux', 'Ubuntu', 'Network Administration Deliverables', 'Network Security', 'Network Engineering', 'Other', 'Network Administration', 'Network Security', 'System Administration']",160.0,5.0,Oceania
1167,,192,2,0,"['Webflow', 'Responsive Design']",180.0,5.0,Europe
1168,,713,2,0,['Korean'],15.0,5.0,North America
1169,,1717,0,0,"['Product Research', 'Product Listings', 'Shopify', 'Dropshipping', 'Virtual Assistant', 'Administrative Support', 'Product Description', 'Market Research', 'AliExpress', 'Researcher', 'Brand Research', 'Ecommerce', 'Competitive Analysis', 'List Building']",25.0,3.0,Europe
1170,,132,2,0,"['Structural Engineering', 'Civil Engineering', 'Reinforced Concrete Structures', 'Structural Analysis']",350.0,5.0,North America
1171,$45.00,649,0,0,"['Microsoft Excel', 'Financial Modeling', 'Forecasting']",47.5,5.0,Europe
1172,,890,2,0,"['Proofreading', 'English']",20.0,5.0,North America
1174,$10.89,1440,0,1,"['Internet Marketing', 'Marketing Strategy', 'Social Media Marketing']",1824.11,5.0,North America
1175,,807,2,0,"['Desktop Software Development Deliverables', 'Desktop Application', 'Standalone Application', 'Application Integration', 'Desktop Operating Systems', 'Microsoft Windows']",85.0,5.0,Europe
1176,,881,0,1,"['Content Writing', 'Email Campaign Setup', 'Lead Nurturing', 'Email Marketing Strategy']",812.51,4.1,North America
1177,$50.00,1730,0,0,"['UX Prototyping', 'UX & UI', 'User Experience Design', 'Figma', 'Website Redesign', 'Mobile App Redesign', 'Prototyping', 'Interaction Design', 'Software Design', 'Landing Page']",866.65,5.0,North America
1178,,1637,2,0,"['Data Scraping', 'Data Extraction']",200.0,5.0,Europe
1180,,1804,2,0,['Compliance'],1649.0,5.0,North America
1182,$150.00,1804,0,0,"['International Law Skills', 'Compliance', 'Other', 'FDA']",225.0,3.0,North America
1183,$50.00,909,2,1,"['Business Analysis', 'Benchmarking', 'Requirement Analysis']",5141.66,5.0,North America
1184,,587,0,3,"['Facebook', 'Campaign Optimization', 'Campaign Management', 'Google Ads', 'Retargeting', 'Internet Marketing', 'Social Media Marketing']",812.51,3.0,North America
1185,,1154,2,0,"['Contract Law', 'Tech & IT']",812.51,5.0,North America
1186,,1059,0,2,"['Relationship Management', 'Web Development', 'Marketing Strategy', 'Sales']",5.0,5.0,Oceania
1187,$50.00,108,0,0,"['Resume Writing', 'English', 'Writing']",200.0,5.0,North America
1189,,497,2,1,"['Grant Writing Services', 'Grant Writing', 'Budget Management', 'Grant Writing Deliverables', 'Grant Application', 'Budget Management', 'Budget Proposal', 'Business Plan', 'Grant Funding Areas', 'Education', 'Housing', 'Human & Civil Rights', 'Other', 'Nonprofit Organization', 'Proposal Writing', 'Social Media Management', 'Business Proposal Writing', 'Fundraising', 'Project Management', 'English', 'US English Dialect']",500.0,3.0,North America
1190,,1485,2,0,['Graphic Design'],49.0,4.8,Asia
1191,,1269,2,0,['Legal'],575.0,5.0,North America
1193,$25.89,1440,0,3,"['Digital Marketing Types', 'Paid Media', 'Digital Marketing Services', 'Marketing Analytics', 'Other', 'Native Advertising', 'Facebook Ads Manager', 'Google Ad Manager', 'Text Ad', 'Desktop Ad', 'Mobile Advertising']",34.52,5.0,North America
1194,,927,0,0,"['Data Visualization Deliverables', 'API Integration', 'Dashboard', 'Data Visualization Tools', 'Google Data Studio']",812.51,5.0,North America
1195,,268,0,0,"['Editorial Design Skills', 'Graphic Design', 'Print Design', 'Formatting', 'Layout Design', 'Editorial Design Type', 'Book', 'Book Genre', 'Nonfiction', 'Other', 'Book Cover']",812.51,5.0,Oceania
1197,$30.00,1294,0,0,"['Information Security Skills', 'Application Security']",60.0,5.0,North America
1198,,361,2,0,"['Linux System Administration', 'CentOS']",30.0,3.0,Europe
1199,$30.00,1842,0,3,"['Content Writing', 'Copywriting', 'Article Writing', 'Blog Writing', 'SEO Writing', 'Blog Content', 'Search Engine Optimization', 'Writing']",170.0,3.0,North America
1200,$4.30,340,0,3,"['Lead Generation', 'Virtual Assistant', 'Researcher', 'Google Sheets']",2577.84,3.0,North America
1203,,1772,0,2,"['Scheduling', 'Administrative Support', 'Communications', 'Email Communication', 'Data Entry', 'Medical Report', 'Customer Service', 'File Maintenance', 'English', 'Google Suite', 'Customer Support', 'Virtual Assistant', 'Virtual Assistance', 'Microsoft Excel', 'Pharmaceutical Industry']",812.51,5.0,North America
1204,,472,2,0,"['Researcher', 'Data Mining']",250.0,4.6,North America
1205,,525,2,0,"['Jewelry Design Software', 'Gemvision Matrix', 'Other', 'Rhinoceros 3D']",10.0,5.0,North America
1208,$10.00,1505,0,0,"['Accounting Deliverables', 'Account Reconciliation', 'Cash Flow Analysis', 'Budget Management', 'Financial Audit', 'Income Statement', 'Other', 'Bookkeeping']",196.67,5.0,North America
1209,,1104,0,0,"['Videography', 'Video Editing', 'Lighting', 'Adobe Premiere Pro', 'Adobe After Effects', 'Adobe Photoshop', 'DaVinci Resolve', 'Video Production', 'Cinematography']",450.0,3.0,North America
1210,,1279,2,0,"['AR', 'VR Design Deliverables', 'AR Filters & Lenses', 'AR Application', 'AR Filter Platform', 'TikTok', 'Instagram', 'AR Filter Type', 'Virtual Objects', 'Appearance Filter', 'Camera Effects', 'Background Filter', 'Other', 'Logo Animation']",625.0,3.0,Europe
1211,,1358,2,0,"['Security Analysis', 'Vulnerability Assessment', 'Information Security']",2000.0,5.0,Asia
1212,,1345,0,2,"['Graphic Design Deliverables', 'Social Media Imagery', 'Other', '3D Design', '2D Design', 'Website Asset']",812.51,3.0,Oceania
1213,,1410,2,0,"['Written Languages', 'German', 'Marketing Copywriting Deliverables', 'SEO Backlinking', 'Industry', 'Architecture & Interior Design', 'Art & Design', 'Other', 'Copywriting', 'SEO Writing', 'Content Writing', 'Website Content', 'Writing', 'Search Engine Optimization']",390.0,5.0,Europe
1214,,1850,2,0,"['Lead Generation', 'Data Mining', 'Data Scraping', 'Data Entry', 'LinkedIn', 'Researcher', 'List Building', 'Prospect List']",10.0,5.0,North America
1215,$50.00,1794,0,2,"['Grant Writing Services', 'Grant Writing', 'Grant Research & Prospect List', 'Grant Writing Deliverables', 'Prospect List', 'Other', 'Nonprofit Organization', 'Copywriting', 'Editor', 'Researcher', 'English', 'US English Dialect']",358.33,5.0,North America
